id,Geographic Area ame,Estimate_Households_Mean_income
8600000US17853,ZCTA5 17853,66113
8600000US17855,ZCTA5 17855,66784
8600000US17856,ZCTA5 17856,71110
8600000US17857,ZCTA5 17857,69028
8600000US17859,ZCTA5 17859,71887
8600000US17860,ZCTA5 17860,86912
8600000US17861,ZCTA5 17861,93414
8600000US17862,ZCTA5 17862,44913
8600000US17864,ZCTA5 17864,66608
8600000US17865,ZCTA5 17865,56395
8600000US17866,ZCTA5 17866,50327
8600000US17867,ZCTA5 17867,47553
8600000US17868,ZCTA5 17868,90608
8600000US17870,ZCTA5 17870,76444
8600000US17872,ZCTA5 17872,46807
8600000US17876,ZCTA5 17876,54810
8600000US17878,ZCTA5 17878,62717
8600000US17880,ZCTA5 17880,63931
8600000US17881,ZCTA5 17881,57913
8600000US17884,ZCTA5 17884,41997
8600000US17885,ZCTA5 17885,65901
8600000US17886,ZCTA5 17886,62723
8600000US17887,ZCTA5 17887,32072
8600000US17888,ZCTA5 17888,46934
8600000US17889,ZCTA5 17889,89635
8600000US17901,ZCTA5 17901,63375
8600000US17920,ZCTA5 17920,53366
8600000US17921,ZCTA5 17921,56328
8600000US17922,ZCTA5 17922,81523
8600000US17923,ZCTA5 17923,54432
8600000US17925,ZCTA5 17925,66338
8600000US17929,ZCTA5 17929,57022
8600000US17930,ZCTA5 17930,55614
8600000US17931,ZCTA5 17931,56587
8600000US17933,ZCTA5 17933,113517
8600000US17934,ZCTA5 17934,46765
8600000US17935,ZCTA5 17935,42825
8600000US17936,ZCTA5 17936,76976
8600000US17938,ZCTA5 17938,74150
8600000US17941,ZCTA5 17941,72320
8600000US17943,ZCTA5 17943,75030
8600000US17944,ZCTA5 17944,66168
8600000US17945,ZCTA5 17945,73136
8600000US17946,ZCTA5 17946,61016
8600000US17948,ZCTA5 17948,47864
8600000US17949,ZCTA5 17949,51595
8600000US17951,ZCTA5 17951,62400
8600000US17952,ZCTA5 17952,51461
8600000US17953,ZCTA5 17953,55241
8600000US17954,ZCTA5 17954,44639
8600000US17957,ZCTA5 17957,91995
8600000US17959,ZCTA5 17959,58741
8600000US17960,ZCTA5 17960,74186
8600000US17961,ZCTA5 17961,82802
8600000US17963,ZCTA5 17963,72031
8600000US17964,ZCTA5 17964,61714
8600000US17965,ZCTA5 17965,55690
8600000US17967,ZCTA5 17967,66444
8600000US17968,ZCTA5 17968,79574
8600000US17970,ZCTA5 17970,50119
8600000US17972,ZCTA5 17972,67983
8600000US17974,ZCTA5 17974,42062
8600000US17976,ZCTA5 17976,47941
8600000US17978,ZCTA5 17978,47017
8600000US17979,ZCTA5 17979,47652
8600000US17980,ZCTA5 17980,62016
8600000US17981,ZCTA5 17981,56229
8600000US17982,ZCTA5 17982,63123
8600000US17983,ZCTA5 17983,65255
8600000US17985,ZCTA5 17985,62183
8600000US18011,ZCTA5 18011,92622
8600000US18013,ZCTA5 18013,80285
8600000US18014,ZCTA5 18014,79222
8600000US18015,ZCTA5 18015,80988
8600000US18016,ZCTA5 18016,
8600000US18017,ZCTA5 18017,90986
8600000US18018,ZCTA5 18018,71444
8600000US18020,ZCTA5 18020,110933
8600000US18030,ZCTA5 18030,59822
8600000US18031,ZCTA5 18031,105874
8600000US18032,ZCTA5 18032,64774
8600000US18034,ZCTA5 18034,125202
8600000US18035,ZCTA5 18035,63209
8600000US18036,ZCTA5 18036,125050
8600000US18037,ZCTA5 18037,78851
8600000US18038,ZCTA5 18038,93889
8600000US18040,ZCTA5 18040,110816
8600000US18041,ZCTA5 18041,87322
8600000US18042,ZCTA5 18042,72469
8600000US18045,ZCTA5 18045,96573
8600000US18046,ZCTA5 18046,
8600000US18049,ZCTA5 18049,89659
8600000US18051,ZCTA5 18051,131829
8600000US18052,ZCTA5 18052,72519
8600000US18053,ZCTA5 18053,80108
8600000US18054,ZCTA5 18054,95647
8600000US18055,ZCTA5 18055,88035
8600000US18056,ZCTA5 18056,61216
8600000US18058,ZCTA5 18058,77004
8600000US18059,ZCTA5 18059,108027
8600000US18062,ZCTA5 18062,104819
8600000US18063,ZCTA5 18063,61771
8600000US18064,ZCTA5 18064,98388
8600000US18066,ZCTA5 18066,102610
8600000US18067,ZCTA5 18067,77330
8600000US18068,ZCTA5 18068,
8600000US18069,ZCTA5 18069,118096
8600000US18070,ZCTA5 18070,72534
8600000US18071,ZCTA5 18071,72272
8600000US18072,ZCTA5 18072,84356
8600000US18073,ZCTA5 18073,98949
8600000US18074,ZCTA5 18074,100663
8600000US18076,ZCTA5 18076,82734
8600000US18077,ZCTA5 18077,107376
8600000US18078,ZCTA5 18078,109591
8600000US18079,ZCTA5 18079,68648
8600000US18080,ZCTA5 18080,75420
8600000US18081,ZCTA5 18081,35327
8600000US18083,ZCTA5 18083,73766
8600000US18085,ZCTA5 18085,86163
8600000US18086,ZCTA5 18086,82974
8600000US18087,ZCTA5 18087,74030
8600000US18088,ZCTA5 18088,84220
8600000US18091,ZCTA5 18091,77525
8600000US18092,ZCTA5 18092,112042
8600000US18101,ZCTA5 18101,36524
8600000US18102,ZCTA5 18102,44179
8600000US18103,ZCTA5 18103,78199
8600000US18104,ZCTA5 18104,97035
8600000US18105,ZCTA5 18105,
8600000US18106,ZCTA5 18106,95860
8600000US18109,ZCTA5 18109,51411
8600000US18195,ZCTA5 18195,
8600000US18201,ZCTA5 18201,52934
8600000US18202,ZCTA5 18202,58503
8600000US18210,ZCTA5 18210,67597
8600000US18211,ZCTA5 18211,75189
8600000US18212,ZCTA5 18212,70558
8600000US18214,ZCTA5 18214,70165
8600000US18216,ZCTA5 18216,53394
8600000US18218,ZCTA5 18218,45710
8600000US18219,ZCTA5 18219,80265
8600000US18220,ZCTA5 18220,52631
8600000US18221,ZCTA5 18221,68653
8600000US18222,ZCTA5 18222,85485
8600000US18223,ZCTA5 18223,30283
8600000US18224,ZCTA5 18224,54101
8600000US18225,ZCTA5 18225,31477
8600000US18229,ZCTA5 18229,67116
8600000US18230,ZCTA5 18230,40377
8600000US18231,ZCTA5 18231,46524
8600000US18232,ZCTA5 18232,47170
8600000US18234,ZCTA5 18234,50466
8600000US18235,ZCTA5 18235,68724
8600000US18237,ZCTA5 18237,51509
8600000US18239,ZCTA5 18239,36574
8600000US18240,ZCTA5 18240,60470
8600000US18241,ZCTA5 18241,60228
8600000US18242,ZCTA5 18242,45961
8600000US18244,ZCTA5 18244,50550
8600000US18245,ZCTA5 18245,53235
8600000US18246,ZCTA5 18246,51237
8600000US18248,ZCTA5 18248,71767
8600000US18249,ZCTA5 18249,85595
8600000US18250,ZCTA5 18250,65760
8600000US18251,ZCTA5 18251,
8600000US18252,ZCTA5 18252,57793
8600000US18254,ZCTA5 18254,49504
8600000US18255,ZCTA5 18255,64599
8600000US18256,ZCTA5 18256,56941
8600000US18301,ZCTA5 18301,80276
8600000US18302,ZCTA5 18302,78584
8600000US18321,ZCTA5 18321,50957
8600000US18322,ZCTA5 18322,72223
8600000US18323,ZCTA5 18323,104251
8600000US18324,ZCTA5 18324,67939
8600000US18325,ZCTA5 18325,94906
8600000US18326,ZCTA5 18326,64731
8600000US18327,ZCTA5 18327,75452
8600000US18328,ZCTA5 18328,76469
8600000US18330,ZCTA5 18330,88518
8600000US18331,ZCTA5 18331,55214
8600000US18332,ZCTA5 18332,85565
8600000US18333,ZCTA5 18333,67240
8600000US18334,ZCTA5 18334,74153
8600000US18335,ZCTA5 18335,95329
8600000US18336,ZCTA5 18336,80964
8600000US18337,ZCTA5 18337,99284
8600000US18340,ZCTA5 18340,130901
8600000US18342,ZCTA5 18342,28623
8600000US18343,ZCTA5 18343,91039
8600000US18344,ZCTA5 18344,72061
8600000US18346,ZCTA5 18346,77075
8600000US18347,ZCTA5 18347,57887
8600000US18349,ZCTA5 18349,116511
8600000US18350,ZCTA5 18350,90543
8600000US18351,ZCTA5 18351,70480
8600000US18352,ZCTA5 18352,100759
8600000US18353,ZCTA5 18353,88855
8600000US18354,ZCTA5 18354,78442
8600000US18355,ZCTA5 18355,109703
8600000US18356,ZCTA5 18356,90713
8600000US18357,ZCTA5 18357,
8600000US18360,ZCTA5 18360,77057
8600000US18370,ZCTA5 18370,65030
8600000US18371,ZCTA5 18371,97692
8600000US18372,ZCTA5 18372,72628
8600000US18403,ZCTA5 18403,71415
8600000US18405,ZCTA5 18405,68162
8600000US18407,ZCTA5 18407,62542
8600000US18411,ZCTA5 18411,100264
8600000US18413,ZCTA5 18413,101960
8600000US18414,ZCTA5 18414,93400
8600000US18415,ZCTA5 18415,78173
8600000US18417,ZCTA5 18417,63611
8600000US18419,ZCTA5 18419,69977
8600000US18420,ZCTA5 18420,62027
8600000US18421,ZCTA5 18421,70132
8600000US18424,ZCTA5 18424,77689
8600000US18425,ZCTA5 18425,72049
8600000US18426,ZCTA5 18426,58813
8600000US18427,ZCTA5 18427,
8600000US18428,ZCTA5 18428,73639
8600000US18430,ZCTA5 18430,
8600000US18431,ZCTA5 18431,63458
8600000US18433,ZCTA5 18433,77347
8600000US18434,ZCTA5 18434,64829
8600000US18435,ZCTA5 18435,136981
8600000US18436,ZCTA5 18436,71668
8600000US18437,ZCTA5 18437,46865
8600000US18438,ZCTA5 18438,77144
8600000US18439,ZCTA5 18439,78895
8600000US18441,ZCTA5 18441,59175
8600000US18443,ZCTA5 18443,75795
8600000US18444,ZCTA5 18444,90646
8600000US18445,ZCTA5 18445,82872
8600000US18446,ZCTA5 18446,70221
8600000US18447,ZCTA5 18447,62948
8600000US18451,ZCTA5 18451,90314
8600000US18452,ZCTA5 18452,64513
8600000US18453,ZCTA5 18453,61343
8600000US18454,ZCTA5 18454,
8600000US18455,ZCTA5 18455,64329
8600000US18456,ZCTA5 18456,66323
8600000US18457,ZCTA5 18457,34404
8600000US18458,ZCTA5 18458,86549
8600000US18459,ZCTA5 18459,
8600000US18460,ZCTA5 18460,55309
8600000US18461,ZCTA5 18461,64061
8600000US18462,ZCTA5 18462,69777
8600000US18463,ZCTA5 18463,116344
8600000US18464,ZCTA5 18464,94649
8600000US18465,ZCTA5 18465,59030
8600000US18466,ZCTA5 18466,75832
8600000US18469,ZCTA5 18469,86820
8600000US18470,ZCTA5 18470,82373
8600000US18471,ZCTA5 18471,129451
8600000US18472,ZCTA5 18472,63799
8600000US18473,ZCTA5 18473,51127
8600000US18503,ZCTA5 18503,36329
8600000US18504,ZCTA5 18504,55753
8600000US18505,ZCTA5 18505,55867
8600000US18507,ZCTA5 18507,72593
8600000US18508,ZCTA5 18508,45715
8600000US18509,ZCTA5 18509,65783
8600000US18510,ZCTA5 18510,52145
8600000US18512,ZCTA5 18512,67518
8600000US18517,ZCTA5 18517,53915
8600000US18518,ZCTA5 18518,63001
8600000US18519,ZCTA5 18519,61682
8600000US18602,ZCTA5 18602,193594
8600000US18603,ZCTA5 18603,60237
8600000US18610,ZCTA5 18610,71767
8600000US18612,ZCTA5 18612,91467
8600000US18614,ZCTA5 18614,58005
8600000US18615,ZCTA5 18615,80003
8600000US18616,ZCTA5 18616,66587
8600000US18617,ZCTA5 18617,54484
8600000US18618,ZCTA5 18618,81537
8600000US18619,ZCTA5 18619,58211
8600000US18621,ZCTA5 18621,74529
8600000US18622,ZCTA5 18622,50960
8600000US18623,ZCTA5 18623,68643
8600000US18624,ZCTA5 18624,59170
8600000US18625,ZCTA5 18625,72716
8600000US18626,ZCTA5 18626,68565
8600000US18628,ZCTA5 18628,39004
8600000US18629,ZCTA5 18629,69110
8600000US18630,ZCTA5 18630,74277
8600000US18631,ZCTA5 18631,61016
8600000US18632,ZCTA5 18632,51387
8600000US18634,ZCTA5 18634,54921
8600000US18635,ZCTA5 18635,67080
8600000US18636,ZCTA5 18636,84551
8600000US18640,ZCTA5 18640,61750
8600000US18641,ZCTA5 18641,72160
8600000US18642,ZCTA5 18642,76262
8600000US18643,ZCTA5 18643,73397
8600000US18644,ZCTA5 18644,78164
8600000US18651,ZCTA5 18651,50943
8600000US18653,ZCTA5 18653,87412
8600000US18655,ZCTA5 18655,63787
8600000US18656,ZCTA5 18656,67859
8600000US18657,ZCTA5 18657,73558
8600000US18660,ZCTA5 18660,69559
8600000US18661,ZCTA5 18661,71318
8600000US18701,ZCTA5 18701,31995
8600000US18702,ZCTA5 18702,54787
8600000US18704,ZCTA5 18704,64973
8600000US18705,ZCTA5 18705,63204
8600000US18706,ZCTA5 18706,60580
8600000US18707,ZCTA5 18707,108929
8600000US18708,ZCTA5 18708,100351
8600000US18709,ZCTA5 18709,46066
8600000US18801,ZCTA5 18801,70660
8600000US18810,ZCTA5 18810,65032
8600000US18812,ZCTA5 18812,87071
8600000US18814,ZCTA5 18814,53775
8600000US18816,ZCTA5 18816,73455
8600000US18817,ZCTA5 18817,73484
8600000US18818,ZCTA5 18818,62666
8600000US18821,ZCTA5 18821,56342
8600000US18822,ZCTA5 18822,57419
8600000US18823,ZCTA5 18823,56821
8600000US18824,ZCTA5 18824,75798
8600000US18825,ZCTA5 18825,50768
8600000US18826,ZCTA5 18826,92249
8600000US18828,ZCTA5 18828,53668
8600000US18829,ZCTA5 18829,64108
8600000US18830,ZCTA5 18830,64873
8600000US18831,ZCTA5 18831,65394
8600000US18832,ZCTA5 18832,60518
8600000US18833,ZCTA5 18833,62065
8600000US18834,ZCTA5 18834,79862
8600000US18837,ZCTA5 18837,59542
8600000US18840,ZCTA5 18840,67848
8600000US18842,ZCTA5 18842,54196
8600000US18843,ZCTA5 18843,69922
8600000US18844,ZCTA5 18844,78772
8600000US18845,ZCTA5 18845,106583
8600000US18846,ZCTA5 18846,84683
8600000US18847,ZCTA5 18847,57810
8600000US18848,ZCTA5 18848,61088
8600000US18850,ZCTA5 18850,73222
8600000US18851,ZCTA5 18851,62298
8600000US18853,ZCTA5 18853,77804
8600000US18854,ZCTA5 18854,75381
8600000US18901,ZCTA5 18901,121617
8600000US18902,ZCTA5 18902,173737
8600000US18912,ZCTA5 18912,
8600000US18913,ZCTA5 18913,80898
8600000US18914,ZCTA5 18914,127962
8600000US18915,ZCTA5 18915,96127
8600000US18917,ZCTA5 18917,77301
8600000US18920,ZCTA5 18920,83433
8600000US18923,ZCTA5 18923,219050
8600000US18925,ZCTA5 18925,172675
8600000US18929,ZCTA5 18929,159803
8600000US18930,ZCTA5 18930,96778
8600000US18932,ZCTA5 18932,132811
8600000US18935,ZCTA5 18935,
8600000US18936,ZCTA5 18936,
8600000US18938,ZCTA5 18938,175934
8600000US18940,ZCTA5 18940,170929
8600000US18942,ZCTA5 18942,100716
8600000US18944,ZCTA5 18944,110309
8600000US18947,ZCTA5 18947,133442
8600000US18950,ZCTA5 18950,176347
8600000US18951,ZCTA5 18951,89266
8600000US18954,ZCTA5 18954,161928
8600000US18955,ZCTA5 18955,99962
8600000US18960,ZCTA5 18960,91932
8600000US18962,ZCTA5 18962,92978
8600000US18964,ZCTA5 18964,91337
8600000US18966,ZCTA5 18966,121215
8600000US18969,ZCTA5 18969,92604
8600000US18970,ZCTA5 18970,92962
8600000US18972,ZCTA5 18972,99758
8600000US18974,ZCTA5 18974,96465
8600000US18976,ZCTA5 18976,130638
8600000US18977,ZCTA5 18977,205233
8600000US18980,ZCTA5 18980,152002
8600000US19001,ZCTA5 19001,99550
8600000US19002,ZCTA5 19002,149703
8600000US19003,ZCTA5 19003,124017
8600000US19004,ZCTA5 19004,166073
8600000US19006,ZCTA5 19006,127957
8600000US19007,ZCTA5 19007,69478
8600000US19008,ZCTA5 19008,123757
8600000US19009,ZCTA5 19009,107796
8600000US19010,ZCTA5 19010,178907
8600000US19012,ZCTA5 19012,108931
8600000US19013,ZCTA5 19013,41197
8600000US19014,ZCTA5 19014,98827
8600000US19015,ZCTA5 19015,75657
8600000US19017,ZCTA5 19017,80016
8600000US19018,ZCTA5 19018,68682
8600000US19020,ZCTA5 19020,84007
8600000US19021,ZCTA5 19021,68326
8600000US19022,ZCTA5 19022,52688
8600000US19023,ZCTA5 19023,56213
8600000US19025,ZCTA5 19025,191112
8600000US19026,ZCTA5 19026,92617
8600000US19027,ZCTA5 19027,105923
8600000US19029,ZCTA5 19029,64280
8600000US19030,ZCTA5 19030,89809
8600000US19031,ZCTA5 19031,123444
8600000US19032,ZCTA5 19032,65928
8600000US19033,ZCTA5 19033,91935
8600000US19034,ZCTA5 19034,171763
8600000US19035,ZCTA5 19035,326062
8600000US19036,ZCTA5 19036,71599
8600000US19038,ZCTA5 19038,124166
8600000US19040,ZCTA5 19040,101641
8600000US19041,ZCTA5 19041,232021
8600000US19043,ZCTA5 19043,87924
8600000US19044,ZCTA5 19044,100518
8600000US19046,ZCTA5 19046,140520
8600000US19047,ZCTA5 19047,118650
8600000US19050,ZCTA5 19050,69976
8600000US19053,ZCTA5 19053,98708
8600000US19054,ZCTA5 19054,89605
8600000US19055,ZCTA5 19055,79807
8600000US19056,ZCTA5 19056,93685
8600000US19057,ZCTA5 19057,77875
8600000US19060,ZCTA5 19060,157870
8600000US19061,ZCTA5 19061,73342
8600000US19063,ZCTA5 19063,132008
8600000US19064,ZCTA5 19064,124385
8600000US19066,ZCTA5 19066,254552
8600000US19067,ZCTA5 19067,139655
8600000US19070,ZCTA5 19070,95206
8600000US19072,ZCTA5 19072,206049
8600000US19073,ZCTA5 19073,160996
8600000US19074,ZCTA5 19074,84025
8600000US19075,ZCTA5 19075,110032
8600000US19076,ZCTA5 19076,75239
8600000US19078,ZCTA5 19078,85652
8600000US19079,ZCTA5 19079,67294
8600000US19081,ZCTA5 19081,140957
8600000US19082,ZCTA5 19082,58700
8600000US19083,ZCTA5 19083,120956
8600000US19085,ZCTA5 19085,322966
8600000US19086,ZCTA5 19086,139531
8600000US19087,ZCTA5 19087,188010
8600000US19090,ZCTA5 19090,87226
8600000US19094,ZCTA5 19094,76162
8600000US19095,ZCTA5 19095,97883
8600000US19096,ZCTA5 19096,204225
8600000US19102,ZCTA5 19102,142551
8600000US19103,ZCTA5 19103,123374
8600000US19104,ZCTA5 19104,43842
8600000US19106,ZCTA5 19106,151764
8600000US19107,ZCTA5 19107,86770
8600000US19109,ZCTA5 19109,
8600000US19111,ZCTA5 19111,63069
8600000US19112,ZCTA5 19112,
8600000US19113,ZCTA5 19113,66520
8600000US19114,ZCTA5 19114,71208
8600000US19115,ZCTA5 19115,74614
8600000US19116,ZCTA5 19116,71737
8600000US19118,ZCTA5 19118,138904
8600000US19119,ZCTA5 19119,96034
8600000US19120,ZCTA5 19120,47676
8600000US19121,ZCTA5 19121,36436
8600000US19122,ZCTA5 19122,55359
8600000US19123,ZCTA5 19123,98166
8600000US19124,ZCTA5 19124,46870
8600000US19125,ZCTA5 19125,79506
8600000US19126,ZCTA5 19126,58851
8600000US19127,ZCTA5 19127,89063
8600000US19128,ZCTA5 19128,90345
8600000US19129,ZCTA5 19129,89801
8600000US19130,ZCTA5 19130,114019
8600000US19131,ZCTA5 19131,47086
8600000US19132,ZCTA5 19132,31880
8600000US19133,ZCTA5 19133,32496
8600000US19134,ZCTA5 19134,43714
8600000US19135,ZCTA5 19135,56129
8600000US19136,ZCTA5 19136,59546
8600000US19137,ZCTA5 19137,66242
8600000US19138,ZCTA5 19138,51316
8600000US19139,ZCTA5 19139,38352
8600000US19140,ZCTA5 19140,34159
8600000US19141,ZCTA5 19141,46177
8600000US19142,ZCTA5 19142,39360
8600000US19143,ZCTA5 19143,48615
8600000US19144,ZCTA5 19144,49886
8600000US19145,ZCTA5 19145,63142
8600000US19146,ZCTA5 19146,97697
8600000US19147,ZCTA5 19147,111468
8600000US19148,ZCTA5 19148,67585
8600000US19149,ZCTA5 19149,56674
8600000US19150,ZCTA5 19150,57626
8600000US19151,ZCTA5 19151,63244
8600000US19152,ZCTA5 19152,64566
8600000US19153,ZCTA5 19153,56532
8600000US19154,ZCTA5 19154,80612
8600000US19301,ZCTA5 19301,129313
8600000US19310,ZCTA5 19310,84539
8600000US19311,ZCTA5 19311,135465
8600000US19312,ZCTA5 19312,196797
8600000US19316,ZCTA5 19316,78678
8600000US19317,ZCTA5 19317,170409
8600000US19319,ZCTA5 19319,229693
8600000US19320,ZCTA5 19320,88994
8600000US19330,ZCTA5 19330,108037
8600000US19333,ZCTA5 19333,159319
8600000US19335,ZCTA5 19335,134777
8600000US19341,ZCTA5 19341,127730
8600000US19342,ZCTA5 19342,142838
8600000US19343,ZCTA5 19343,147881
8600000US19344,ZCTA5 19344,82443
8600000US19345,ZCTA5 19345,
8600000US19348,ZCTA5 19348,137169
8600000US19350,ZCTA5 19350,166704
8600000US19352,ZCTA5 19352,137581
8600000US19355,ZCTA5 19355,174842
8600000US19358,ZCTA5 19358,51394
8600000US19362,ZCTA5 19362,84883
8600000US19363,ZCTA5 19363,95030
8600000US19365,ZCTA5 19365,83947
8600000US19367,ZCTA5 19367,
8600000US19372,ZCTA5 19372,144381
8600000US19373,ZCTA5 19373,189840
8600000US19374,ZCTA5 19374,56775
8600000US19375,ZCTA5 19375,
8600000US19380,ZCTA5 19380,124386
8600000US19382,ZCTA5 19382,131556
8600000US19383,ZCTA5 19383,
8600000US19390,ZCTA5 19390,105902
8600000US19401,ZCTA5 19401,70419
8600000US19403,ZCTA5 19403,105556
8600000US19405,ZCTA5 19405,77574
8600000US19406,ZCTA5 19406,110541
8600000US19422,ZCTA5 19422,166182
8600000US19425,ZCTA5 19425,213010
8600000US19426,ZCTA5 19426,154236
8600000US19428,ZCTA5 19428,113140
8600000US19435,ZCTA5 19435,
8600000US19436,ZCTA5 19436,150501
8600000US19437,ZCTA5 19437,356481
8600000US19438,ZCTA5 19438,124600
8600000US19440,ZCTA5 19440,96301
8600000US19442,ZCTA5 19442,
8600000US19444,ZCTA5 19444,151032
8600000US19446,ZCTA5 19446,112436
8600000US19453,ZCTA5 19453,81472
8600000US19454,ZCTA5 19454,123931
8600000US19456,ZCTA5 19456,132520
8600000US19457,ZCTA5 19457,
8600000US19460,ZCTA5 19460,124367
8600000US19462,ZCTA5 19462,120623
8600000US19464,ZCTA5 19464,77307
8600000US19465,ZCTA5 19465,113756
8600000US19468,ZCTA5 19468,99401
8600000US19472,ZCTA5 19472,
8600000US19473,ZCTA5 19473,118862
8600000US19474,ZCTA5 19474,88566
8600000US19475,ZCTA5 19475,101557
8600000US19477,ZCTA5 19477,
8600000US19492,ZCTA5 19492,41348
8600000US19501,ZCTA5 19501,76405
8600000US19503,ZCTA5 19503,72803
8600000US19504,ZCTA5 19504,93572
8600000US19505,ZCTA5 19505,80646
8600000US19506,ZCTA5 19506,88563
8600000US19507,ZCTA5 19507,82495
8600000US19508,ZCTA5 19508,81917
8600000US19510,ZCTA5 19510,94536
8600000US19511,ZCTA5 19511,95233
8600000US19512,ZCTA5 19512,79741
8600000US19518,ZCTA5 19518,99137
8600000US19519,ZCTA5 19519,
8600000US19520,ZCTA5 19520,103696
8600000US19522,ZCTA5 19522,87490
8600000US19523,ZCTA5 19523,47146
8600000US19525,ZCTA5 19525,112384
8600000US19526,ZCTA5 19526,75079
8600000US19529,ZCTA5 19529,92332
8600000US19530,ZCTA5 19530,80081
8600000US19533,ZCTA5 19533,88898
8600000US19534,ZCTA5 19534,72584
8600000US19535,ZCTA5 19535,
8600000US19536,ZCTA5 19536,60359
8600000US19538,ZCTA5 19538,
8600000US19539,ZCTA5 19539,82228
8600000US19540,ZCTA5 19540,101260
8600000US19541,ZCTA5 19541,81172
8600000US19542,ZCTA5 19542,
8600000US19543,ZCTA5 19543,105410
8600000US19544,ZCTA5 19544,47794
8600000US19545,ZCTA5 19545,65553
8600000US19547,ZCTA5 19547,85759
8600000US19549,ZCTA5 19549,54379
8600000US19550,ZCTA5 19550,75546
8600000US19551,ZCTA5 19551,87296
8600000US19554,ZCTA5 19554,67839
8600000US19555,ZCTA5 19555,80108
8600000US19559,ZCTA5 19559,92657
8600000US19560,ZCTA5 19560,71908
8600000US19562,ZCTA5 19562,66919
8600000US19564,ZCTA5 19564,73294
8600000US19565,ZCTA5 19565,92547
8600000US19567,ZCTA5 19567,77434
8600000US19601,ZCTA5 19601,38607
8600000US19602,ZCTA5 19602,34465
8600000US19604,ZCTA5 19604,47392
8600000US19605,ZCTA5 19605,76819
8600000US19606,ZCTA5 19606,86050
8600000US19607,ZCTA5 19607,79257
8600000US19608,ZCTA5 19608,110494
8600000US19609,ZCTA5 19609,89768
8600000US19610,ZCTA5 19610,116764
8600000US19611,ZCTA5 19611,52064
8600000US19701,ZCTA5 19701,105278
8600000US19702,ZCTA5 19702,93632
8600000US19703,ZCTA5 19703,71307
8600000US19706,ZCTA5 19706,65024
8600000US19707,ZCTA5 19707,153883
8600000US19709,ZCTA5 19709,118947
8600000US19710,ZCTA5 19710,
8600000US19711,ZCTA5 19711,93756
8600000US19713,ZCTA5 19713,71882
8600000US19716,ZCTA5 19716,
8600000US19717,ZCTA5 19717,
8600000US19720,ZCTA5 19720,77524
8600000US19730,ZCTA5 19730,94495
8600000US19731,ZCTA5 19731,35836
8600000US19732,ZCTA5 19732,
8600000US19733,ZCTA5 19733,104571
8600000US19734,ZCTA5 19734,103981
8600000US19735,ZCTA5 19735,
8600000US19736,ZCTA5 19736,
8600000US19801,ZCTA5 19801,46985
8600000US19802,ZCTA5 19802,66445
8600000US19803,ZCTA5 19803,131626
8600000US19804,ZCTA5 19804,68398
8600000US19805,ZCTA5 19805,63270
8600000US19806,ZCTA5 19806,114548
8600000US19807,ZCTA5 19807,236665
8600000US19808,ZCTA5 19808,95716
8600000US19809,ZCTA5 19809,84162
8600000US19810,ZCTA5 19810,111531
8600000US19901,ZCTA5 19901,66909
8600000US19902,ZCTA5 19902,
8600000US19904,ZCTA5 19904,73285
8600000US19930,ZCTA5 19930,127899
8600000US19931,ZCTA5 19931,75941
8600000US19933,ZCTA5 19933,65086
8600000US19934,ZCTA5 19934,86672
8600000US19936,ZCTA5 19936,36823
8600000US19938,ZCTA5 19938,74901
8600000US19939,ZCTA5 19939,91330
8600000US19940,ZCTA5 19940,67913
8600000US19941,ZCTA5 19941,66808
8600000US19943,ZCTA5 19943,72456
8600000US19944,ZCTA5 19944,124266
8600000US19945,ZCTA5 19945,80544
8600000US19946,ZCTA5 19946,68119
8600000US19947,ZCTA5 19947,72429
8600000US19950,ZCTA5 19950,63904
8600000US19951,ZCTA5 19951,111907
8600000US19952,ZCTA5 19952,62238
8600000US19953,ZCTA5 19953,79045
8600000US19954,ZCTA5 19954,60934
8600000US19955,ZCTA5 19955,49236
