id,Geographic Area ame,Estimate_Households_Mean_income
8600000US55031,ZCTA5 55031,104520
8600000US55032,ZCTA5 55032,93986
8600000US55033,ZCTA5 55033,91274
8600000US55036,ZCTA5 55036,39590
8600000US55037,ZCTA5 55037,57177
8600000US55038,ZCTA5 55038,116667
8600000US55040,ZCTA5 55040,88582
8600000US55041,ZCTA5 55041,77651
8600000US55042,ZCTA5 55042,155134
8600000US55043,ZCTA5 55043,102965
8600000US55044,ZCTA5 55044,132531
8600000US55045,ZCTA5 55045,96127
8600000US55046,ZCTA5 55046,90181
8600000US55047,ZCTA5 55047,166391
8600000US55049,ZCTA5 55049,75017
8600000US55051,ZCTA5 55051,66919
8600000US55052,ZCTA5 55052,71659
8600000US55053,ZCTA5 55053,93700
8600000US55054,ZCTA5 55054,128089
8600000US55055,ZCTA5 55055,74806
8600000US55056,ZCTA5 55056,89081
8600000US55057,ZCTA5 55057,91929
8600000US55060,ZCTA5 55060,76306
8600000US55063,ZCTA5 55063,69668
8600000US55065,ZCTA5 55065,89032
8600000US55066,ZCTA5 55066,73437
8600000US55068,ZCTA5 55068,112041
8600000US55069,ZCTA5 55069,69122
8600000US55070,ZCTA5 55070,84991
8600000US55071,ZCTA5 55071,89041
8600000US55072,ZCTA5 55072,53800
8600000US55073,ZCTA5 55073,106335
8600000US55074,ZCTA5 55074,86386
8600000US55075,ZCTA5 55075,69196
8600000US55076,ZCTA5 55076,90731
8600000US55077,ZCTA5 55077,124043
8600000US55079,ZCTA5 55079,94736
8600000US55080,ZCTA5 55080,84082
8600000US55082,ZCTA5 55082,123533
8600000US55084,ZCTA5 55084,83766
8600000US55085,ZCTA5 55085,93695
8600000US55087,ZCTA5 55087,87928
8600000US55088,ZCTA5 55088,117644
8600000US55089,ZCTA5 55089,109333
8600000US55090,ZCTA5 55090,63638
8600000US55092,ZCTA5 55092,95314
8600000US55101,ZCTA5 55101,76082
8600000US55102,ZCTA5 55102,75231
8600000US55103,ZCTA5 55103,49797
8600000US55104,ZCTA5 55104,80825
8600000US55105,ZCTA5 55105,134048
8600000US55106,ZCTA5 55106,62252
8600000US55107,ZCTA5 55107,68880
8600000US55108,ZCTA5 55108,88314
8600000US55109,ZCTA5 55109,78812
8600000US55110,ZCTA5 55110,103407
8600000US55111,ZCTA5 55111,12800
8600000US55112,ZCTA5 55112,91192
8600000US55113,ZCTA5 55113,85521
8600000US55114,ZCTA5 55114,70339
8600000US55115,ZCTA5 55115,151195
8600000US55116,ZCTA5 55116,99927
8600000US55117,ZCTA5 55117,66963
8600000US55118,ZCTA5 55118,100589
8600000US55119,ZCTA5 55119,74638
8600000US55120,ZCTA5 55120,138726
8600000US55121,ZCTA5 55121,80287
8600000US55122,ZCTA5 55122,98839
8600000US55123,ZCTA5 55123,143696
8600000US55124,ZCTA5 55124,108851
8600000US55125,ZCTA5 55125,119214
8600000US55126,ZCTA5 55126,112224
8600000US55127,ZCTA5 55127,146436
8600000US55128,ZCTA5 55128,84226
8600000US55129,ZCTA5 55129,153644
8600000US55130,ZCTA5 55130,48930
8600000US55150,ZCTA5 55150,200026
8600000US55155,ZCTA5 55155,
8600000US55301,ZCTA5 55301,102610
8600000US55302,ZCTA5 55302,83695
8600000US55303,ZCTA5 55303,95149
8600000US55304,ZCTA5 55304,124940
8600000US55305,ZCTA5 55305,115919
8600000US55306,ZCTA5 55306,87345
8600000US55307,ZCTA5 55307,72401
8600000US55308,ZCTA5 55308,104904
8600000US55309,ZCTA5 55309,101186
8600000US55310,ZCTA5 55310,85306
8600000US55311,ZCTA5 55311,147354
8600000US55312,ZCTA5 55312,77169
8600000US55313,ZCTA5 55313,101469
8600000US55314,ZCTA5 55314,81781
8600000US55315,ZCTA5 55315,129493
8600000US55316,ZCTA5 55316,103277
8600000US55317,ZCTA5 55317,154349
8600000US55318,ZCTA5 55318,117851
8600000US55319,ZCTA5 55319,101015
8600000US55320,ZCTA5 55320,89005
8600000US55321,ZCTA5 55321,73211
8600000US55322,ZCTA5 55322,105379
8600000US55324,ZCTA5 55324,88354
8600000US55325,ZCTA5 55325,78724
8600000US55327,ZCTA5 55327,134742
8600000US55328,ZCTA5 55328,104026
8600000US55329,ZCTA5 55329,64891
8600000US55330,ZCTA5 55330,99577
8600000US55331,ZCTA5 55331,177927
8600000US55332,ZCTA5 55332,70687
8600000US55333,ZCTA5 55333,66616
8600000US55334,ZCTA5 55334,66441
8600000US55335,ZCTA5 55335,65489
8600000US55336,ZCTA5 55336,71611
8600000US55337,ZCTA5 55337,85173
8600000US55338,ZCTA5 55338,73818
8600000US55339,ZCTA5 55339,100360
8600000US55340,ZCTA5 55340,202753
8600000US55341,ZCTA5 55341,117582
8600000US55342,ZCTA5 55342,77198
8600000US55343,ZCTA5 55343,85171
8600000US55344,ZCTA5 55344,96739
8600000US55345,ZCTA5 55345,132978
8600000US55346,ZCTA5 55346,138217
8600000US55347,ZCTA5 55347,181659
8600000US55349,ZCTA5 55349,79717
8600000US55350,ZCTA5 55350,80330
8600000US55352,ZCTA5 55352,86365
8600000US55353,ZCTA5 55353,84043
8600000US55354,ZCTA5 55354,77314
8600000US55355,ZCTA5 55355,80315
8600000US55356,ZCTA5 55356,235884
8600000US55357,ZCTA5 55357,153376
8600000US55358,ZCTA5 55358,95053
8600000US55359,ZCTA5 55359,143554
8600000US55360,ZCTA5 55360,98688
8600000US55362,ZCTA5 55362,87228
8600000US55363,ZCTA5 55363,78571
8600000US55364,ZCTA5 55364,165789
8600000US55366,ZCTA5 55366,49088
8600000US55367,ZCTA5 55367,79219
8600000US55368,ZCTA5 55368,73627
8600000US55369,ZCTA5 55369,100246
8600000US55370,ZCTA5 55370,84022
8600000US55371,ZCTA5 55371,80012
8600000US55372,ZCTA5 55372,127003
8600000US55373,ZCTA5 55373,97032
8600000US55374,ZCTA5 55374,130445
8600000US55375,ZCTA5 55375,109988
8600000US55376,ZCTA5 55376,112220
8600000US55378,ZCTA5 55378,128935
8600000US55379,ZCTA5 55379,102814
8600000US55381,ZCTA5 55381,74263
8600000US55382,ZCTA5 55382,85369
8600000US55384,ZCTA5 55384,80048
8600000US55385,ZCTA5 55385,70347
8600000US55386,ZCTA5 55386,159761
8600000US55387,ZCTA5 55387,112903
8600000US55388,ZCTA5 55388,95627
8600000US55389,ZCTA5 55389,68704
8600000US55390,ZCTA5 55390,95096
8600000US55391,ZCTA5 55391,212110
8600000US55395,ZCTA5 55395,66787
8600000US55396,ZCTA5 55396,73061
8600000US55397,ZCTA5 55397,95442
8600000US55398,ZCTA5 55398,103781
8600000US55401,ZCTA5 55401,120072
8600000US55402,ZCTA5 55402,59057
8600000US55403,ZCTA5 55403,79160
8600000US55404,ZCTA5 55404,46219
8600000US55405,ZCTA5 55405,101410
8600000US55406,ZCTA5 55406,81392
8600000US55407,ZCTA5 55407,73431
8600000US55408,ZCTA5 55408,77392
8600000US55409,ZCTA5 55409,105562
8600000US55410,ZCTA5 55410,154242
8600000US55411,ZCTA5 55411,54192
8600000US55412,ZCTA5 55412,57990
8600000US55413,ZCTA5 55413,84054
8600000US55414,ZCTA5 55414,60521
8600000US55415,ZCTA5 55415,175982
8600000US55416,ZCTA5 55416,119495
8600000US55417,ZCTA5 55417,104004
8600000US55418,ZCTA5 55418,83472
8600000US55419,ZCTA5 55419,138558
8600000US55420,ZCTA5 55420,71718
8600000US55421,ZCTA5 55421,68546
8600000US55422,ZCTA5 55422,93228
8600000US55423,ZCTA5 55423,80264
8600000US55424,ZCTA5 55424,271448
8600000US55425,ZCTA5 55425,75457
8600000US55426,ZCTA5 55426,90060
8600000US55427,ZCTA5 55427,92351
8600000US55428,ZCTA5 55428,68858
8600000US55429,ZCTA5 55429,64289
8600000US55430,ZCTA5 55430,65623
8600000US55431,ZCTA5 55431,95051
8600000US55432,ZCTA5 55432,71288
8600000US55433,ZCTA5 55433,76259
8600000US55434,ZCTA5 55434,76774
8600000US55435,ZCTA5 55435,103595
8600000US55436,ZCTA5 55436,179120
8600000US55437,ZCTA5 55437,101960
8600000US55438,ZCTA5 55438,117642
8600000US55439,ZCTA5 55439,181399
8600000US55441,ZCTA5 55441,111717
8600000US55442,ZCTA5 55442,138044
8600000US55443,ZCTA5 55443,94381
8600000US55444,ZCTA5 55444,89980
8600000US55445,ZCTA5 55445,100693
8600000US55446,ZCTA5 55446,152050
8600000US55447,ZCTA5 55447,130436
8600000US55448,ZCTA5 55448,89724
8600000US55449,ZCTA5 55449,131477
8600000US55450,ZCTA5 55450,
8600000US55454,ZCTA5 55454,29263
8600000US55455,ZCTA5 55455,
8600000US55601,ZCTA5 55601,78694
8600000US55602,ZCTA5 55602,50233
8600000US55603,ZCTA5 55603,57694
8600000US55604,ZCTA5 55604,70989
8600000US55605,ZCTA5 55605,53381
8600000US55606,ZCTA5 55606,50078
8600000US55607,ZCTA5 55607,70150
8600000US55609,ZCTA5 55609,113944
8600000US55612,ZCTA5 55612,82826
8600000US55613,ZCTA5 55613,57468
8600000US55614,ZCTA5 55614,69366
8600000US55615,ZCTA5 55615,55703
8600000US55616,ZCTA5 55616,72050
8600000US55702,ZCTA5 55702,77527
8600000US55703,ZCTA5 55703,59055
8600000US55704,ZCTA5 55704,55973
8600000US55705,ZCTA5 55705,57830
8600000US55706,ZCTA5 55706,52128
8600000US55707,ZCTA5 55707,73719
8600000US55708,ZCTA5 55708,45571
8600000US55709,ZCTA5 55709,75993
8600000US55710,ZCTA5 55710,77767
8600000US55711,ZCTA5 55711,61756
8600000US55712,ZCTA5 55712,54504
8600000US55713,ZCTA5 55713,49167
8600000US55716,ZCTA5 55716,49310
8600000US55717,ZCTA5 55717,114889
8600000US55718,ZCTA5 55718,81465
8600000US55719,ZCTA5 55719,54349
8600000US55720,ZCTA5 55720,68484
8600000US55721,ZCTA5 55721,77210
8600000US55722,ZCTA5 55722,55568
8600000US55723,ZCTA5 55723,66751
8600000US55724,ZCTA5 55724,71254
8600000US55725,ZCTA5 55725,50990
8600000US55726,ZCTA5 55726,65819
8600000US55731,ZCTA5 55731,65624
8600000US55732,ZCTA5 55732,63621
8600000US55733,ZCTA5 55733,92591
8600000US55734,ZCTA5 55734,67655
8600000US55735,ZCTA5 55735,60013
8600000US55736,ZCTA5 55736,54032
8600000US55738,ZCTA5 55738,73204
8600000US55741,ZCTA5 55741,70512
8600000US55742,ZCTA5 55742,75148
8600000US55744,ZCTA5 55744,67567
8600000US55746,ZCTA5 55746,60073
8600000US55748,ZCTA5 55748,53262
8600000US55749,ZCTA5 55749,65552
8600000US55750,ZCTA5 55750,63632
8600000US55751,ZCTA5 55751,74525
8600000US55752,ZCTA5 55752,56924
8600000US55753,ZCTA5 55753,50251
8600000US55756,ZCTA5 55756,67485
8600000US55757,ZCTA5 55757,58472
8600000US55758,ZCTA5 55758,49857
8600000US55760,ZCTA5 55760,60955
8600000US55763,ZCTA5 55763,70023
8600000US55764,ZCTA5 55764,42300
8600000US55765,ZCTA5 55765,56183
8600000US55766,ZCTA5 55766,90033
8600000US55767,ZCTA5 55767,64707
8600000US55768,ZCTA5 55768,61231
8600000US55769,ZCTA5 55769,64580
8600000US55771,ZCTA5 55771,53655
8600000US55772,ZCTA5 55772,43874
8600000US55775,ZCTA5 55775,74371
8600000US55779,ZCTA5 55779,87599
8600000US55780,ZCTA5 55780,77799
8600000US55781,ZCTA5 55781,77281
8600000US55782,ZCTA5 55782,66859
8600000US55783,ZCTA5 55783,71889
8600000US55784,ZCTA5 55784,57588
8600000US55785,ZCTA5 55785,50925
8600000US55786,ZCTA5 55786,55592
8600000US55787,ZCTA5 55787,62872
8600000US55790,ZCTA5 55790,72084
8600000US55792,ZCTA5 55792,57369
8600000US55793,ZCTA5 55793,65573
8600000US55795,ZCTA5 55795,57566
8600000US55797,ZCTA5 55797,74913
8600000US55798,ZCTA5 55798,73385
8600000US55802,ZCTA5 55802,54259
8600000US55803,ZCTA5 55803,95722
8600000US55804,ZCTA5 55804,97205
8600000US55805,ZCTA5 55805,43051
8600000US55806,ZCTA5 55806,48194
8600000US55807,ZCTA5 55807,57434
8600000US55808,ZCTA5 55808,51602
8600000US55810,ZCTA5 55810,78349
8600000US55811,ZCTA5 55811,81769
8600000US55812,ZCTA5 55812,86792
8600000US55814,ZCTA5 55814,
8600000US55901,ZCTA5 55901,86193
8600000US55902,ZCTA5 55902,141196
8600000US55904,ZCTA5 55904,74928
8600000US55905,ZCTA5 55905,
8600000US55906,ZCTA5 55906,115269
8600000US55909,ZCTA5 55909,81037
8600000US55910,ZCTA5 55910,77116
8600000US55912,ZCTA5 55912,70176
8600000US55917,ZCTA5 55917,79668
8600000US55918,ZCTA5 55918,68827
8600000US55919,ZCTA5 55919,70790
8600000US55920,ZCTA5 55920,109498
8600000US55921,ZCTA5 55921,66431
8600000US55922,ZCTA5 55922,60777
8600000US55923,ZCTA5 55923,88996
8600000US55924,ZCTA5 55924,79339
8600000US55925,ZCTA5 55925,85849
8600000US55926,ZCTA5 55926,80840
8600000US55927,ZCTA5 55927,77301
8600000US55929,ZCTA5 55929,88338
8600000US55931,ZCTA5 55931,68737
8600000US55932,ZCTA5 55932,86402
8600000US55933,ZCTA5 55933,81901
8600000US55934,ZCTA5 55934,88773
8600000US55935,ZCTA5 55935,93065
8600000US55936,ZCTA5 55936,77694
8600000US55939,ZCTA5 55939,66806
8600000US55940,ZCTA5 55940,74747
8600000US55941,ZCTA5 55941,76263
8600000US55943,ZCTA5 55943,70528
8600000US55944,ZCTA5 55944,81934
8600000US55945,ZCTA5 55945,80406
8600000US55946,ZCTA5 55946,77083
8600000US55947,ZCTA5 55947,83969
8600000US55949,ZCTA5 55949,70645
8600000US55950,ZCTA5 55950,40943
8600000US55951,ZCTA5 55951,70376
8600000US55952,ZCTA5 55952,93702
8600000US55953,ZCTA5 55953,58960
8600000US55954,ZCTA5 55954,66406
8600000US55955,ZCTA5 55955,122185
8600000US55956,ZCTA5 55956,105380
8600000US55957,ZCTA5 55957,76007
8600000US55959,ZCTA5 55959,65878
8600000US55960,ZCTA5 55960,115430
8600000US55961,ZCTA5 55961,69802
8600000US55962,ZCTA5 55962,70307
8600000US55963,ZCTA5 55963,83511
8600000US55964,ZCTA5 55964,87605
8600000US55965,ZCTA5 55965,70267
8600000US55967,ZCTA5 55967,97243
8600000US55968,ZCTA5 55968,65535
8600000US55969,ZCTA5 55969,76324
8600000US55970,ZCTA5 55970,69682
8600000US55971,ZCTA5 55971,69556
8600000US55972,ZCTA5 55972,87290
8600000US55973,ZCTA5 55973,86051
8600000US55974,ZCTA5 55974,58145
8600000US55975,ZCTA5 55975,71170
8600000US55976,ZCTA5 55976,78256
8600000US55977,ZCTA5 55977,78545
8600000US55979,ZCTA5 55979,72671
8600000US55981,ZCTA5 55981,72396
8600000US55982,ZCTA5 55982,90531
8600000US55983,ZCTA5 55983,72759
8600000US55985,ZCTA5 55985,86072
8600000US55987,ZCTA5 55987,66084
8600000US55990,ZCTA5 55990,69158
8600000US55991,ZCTA5 55991,89686
8600000US55992,ZCTA5 55992,78848
8600000US56001,ZCTA5 56001,69629
8600000US56003,ZCTA5 56003,84921
8600000US56007,ZCTA5 56007,61384
8600000US56009,ZCTA5 56009,74189
8600000US56010,ZCTA5 56010,79767
8600000US56011,ZCTA5 56011,89998
8600000US56013,ZCTA5 56013,65859
8600000US56014,ZCTA5 56014,67191
8600000US56016,ZCTA5 56016,67838
8600000US56017,ZCTA5 56017,93971
8600000US56019,ZCTA5 56019,72146
8600000US56020,ZCTA5 56020,60860
8600000US56021,ZCTA5 56021,90843
8600000US56022,ZCTA5 56022,37986
8600000US56023,ZCTA5 56023,70411
8600000US56024,ZCTA5 56024,82647
8600000US56025,ZCTA5 56025,79853
8600000US56026,ZCTA5 56026,82712
8600000US56027,ZCTA5 56027,85708
8600000US56028,ZCTA5 56028,85307
8600000US56029,ZCTA5 56029,65265
8600000US56031,ZCTA5 56031,70138
8600000US56032,ZCTA5 56032,54964
8600000US56033,ZCTA5 56033,73536
8600000US56034,ZCTA5 56034,73053
8600000US56035,ZCTA5 56035,59058
8600000US56036,ZCTA5 56036,94582
8600000US56037,ZCTA5 56037,85428
8600000US56039,ZCTA5 56039,82662
8600000US56041,ZCTA5 56041,75301
8600000US56042,ZCTA5 56042,82394
8600000US56043,ZCTA5 56043,64217
8600000US56044,ZCTA5 56044,95094
8600000US56045,ZCTA5 56045,69481
8600000US56046,ZCTA5 56046,47732
8600000US56047,ZCTA5 56047,75718
8600000US56048,ZCTA5 56048,81619
8600000US56050,ZCTA5 56050,76829
8600000US56051,ZCTA5 56051,59089
8600000US56052,ZCTA5 56052,76364
8600000US56054,ZCTA5 56054,85299
8600000US56055,ZCTA5 56055,82140
8600000US56056,ZCTA5 56056,71246
8600000US56057,ZCTA5 56057,71415
8600000US56058,ZCTA5 56058,71357
8600000US56060,ZCTA5 56060,61130
8600000US56062,ZCTA5 56062,73807
8600000US56063,ZCTA5 56063,102852
8600000US56065,ZCTA5 56065,69990
8600000US56068,ZCTA5 56068,75194
8600000US56069,ZCTA5 56069,73642
8600000US56071,ZCTA5 56071,100455
8600000US56072,ZCTA5 56072,66608
8600000US56073,ZCTA5 56073,75596
8600000US56074,ZCTA5 56074,84819
8600000US56075,ZCTA5 56075,49005
8600000US56078,ZCTA5 56078,86933
8600000US56080,ZCTA5 56080,80231
8600000US56081,ZCTA5 56081,63386
8600000US56082,ZCTA5 56082,75822
8600000US56083,ZCTA5 56083,70506
8600000US56085,ZCTA5 56085,68308
8600000US56087,ZCTA5 56087,63560
8600000US56088,ZCTA5 56088,62615
8600000US56089,ZCTA5 56089,43343
8600000US56090,ZCTA5 56090,74418
8600000US56091,ZCTA5 56091,60158
8600000US56093,ZCTA5 56093,65260
8600000US56096,ZCTA5 56096,74552
8600000US56097,ZCTA5 56097,59930
8600000US56098,ZCTA5 56098,68810
8600000US56101,ZCTA5 56101,64524
8600000US56110,ZCTA5 56110,80088
8600000US56111,ZCTA5 56111,82968
8600000US56113,ZCTA5 56113,75473
8600000US56114,ZCTA5 56114,68926
8600000US56115,ZCTA5 56115,76049
8600000US56116,ZCTA5 56116,73112
8600000US56117,ZCTA5 56117,67983
8600000US56118,ZCTA5 56118,82647
8600000US56119,ZCTA5 56119,81051
8600000US56120,ZCTA5 56120,69058
8600000US56121,ZCTA5 56121,66544
8600000US56122,ZCTA5 56122,63815
8600000US56123,ZCTA5 56123,70900
8600000US56125,ZCTA5 56125,55289
8600000US56127,ZCTA5 56127,57804
8600000US56128,ZCTA5 56128,74864
8600000US56129,ZCTA5 56129,66158
8600000US56131,ZCTA5 56131,71108
8600000US56132,ZCTA5 56132,82673
8600000US56134,ZCTA5 56134,86733
8600000US56136,ZCTA5 56136,57189
8600000US56137,ZCTA5 56137,71163
8600000US56138,ZCTA5 56138,90357
8600000US56139,ZCTA5 56139,69572
8600000US56140,ZCTA5 56140,58852
8600000US56141,ZCTA5 56141,63871
8600000US56142,ZCTA5 56142,56085
8600000US56143,ZCTA5 56143,80829
8600000US56144,ZCTA5 56144,84150
8600000US56145,ZCTA5 56145,60141
8600000US56146,ZCTA5 56146,50646
8600000US56147,ZCTA5 56147,67322
8600000US56149,ZCTA5 56149,67596
8600000US56150,ZCTA5 56150,68816
8600000US56151,ZCTA5 56151,79114
8600000US56152,ZCTA5 56152,70350
8600000US56153,ZCTA5 56153,52523
8600000US56155,ZCTA5 56155,72176
8600000US56156,ZCTA5 56156,72780
8600000US56157,ZCTA5 56157,86426
8600000US56158,ZCTA5 56158,69302
8600000US56159,ZCTA5 56159,58570
8600000US56160,ZCTA5 56160,70481
8600000US56161,ZCTA5 56161,73799
8600000US56162,ZCTA5 56162,78524
8600000US56164,ZCTA5 56164,65527
8600000US56165,ZCTA5 56165,72129
8600000US56166,ZCTA5 56166,69622
8600000US56167,ZCTA5 56167,83184
8600000US56168,ZCTA5 56168,72614
8600000US56169,ZCTA5 56169,79024
8600000US56170,ZCTA5 56170,63156
8600000US56171,ZCTA5 56171,75145
8600000US56172,ZCTA5 56172,68666
8600000US56173,ZCTA5 56173,61372
8600000US56174,ZCTA5 56174,61646
8600000US56175,ZCTA5 56175,64608
8600000US56176,ZCTA5 56176,79631
8600000US56177,ZCTA5 56177,60419
8600000US56178,ZCTA5 56178,69168
8600000US56180,ZCTA5 56180,63877
8600000US56181,ZCTA5 56181,67611
8600000US56183,ZCTA5 56183,64294
8600000US56185,ZCTA5 56185,77249
8600000US56186,ZCTA5 56186,58357
8600000US56187,ZCTA5 56187,63172
8600000US56201,ZCTA5 56201,64375
8600000US56207,ZCTA5 56207,74335
8600000US56208,ZCTA5 56208,55518
8600000US56209,ZCTA5 56209,85420
8600000US56210,ZCTA5 56210,
8600000US56211,ZCTA5 56211,61548
8600000US56212,ZCTA5 56212,63470
8600000US56214,ZCTA5 56214,67864
8600000US56215,ZCTA5 56215,66883
8600000US56216,ZCTA5 56216,74241
8600000US56218,ZCTA5 56218,70238
8600000US56219,ZCTA5 56219,61375
8600000US56220,ZCTA5 56220,63856
8600000US56221,ZCTA5 56221,67757
8600000US56222,ZCTA5 56222,70174
8600000US56223,ZCTA5 56223,66403
8600000US56224,ZCTA5 56224,75975
8600000US56225,ZCTA5 56225,60394
8600000US56226,ZCTA5 56226,69479
8600000US56227,ZCTA5 56227,96072
8600000US56228,ZCTA5 56228,68048
8600000US56229,ZCTA5 56229,75378
8600000US56230,ZCTA5 56230,70819
8600000US56231,ZCTA5 56231,77466
8600000US56232,ZCTA5 56232,68484
8600000US56235,ZCTA5 56235,89741
8600000US56236,ZCTA5 56236,82985
8600000US56237,ZCTA5 56237,61177
8600000US56239,ZCTA5 56239,92971
8600000US56240,ZCTA5 56240,76619
8600000US56241,ZCTA5 56241,68624
8600000US56243,ZCTA5 56243,69519
8600000US56244,ZCTA5 56244,116892
8600000US56245,ZCTA5 56245,91669
8600000US56248,ZCTA5 56248,79698
8600000US56249,ZCTA5 56249,90172
8600000US56251,ZCTA5 56251,77512
8600000US56252,ZCTA5 56252,63665
8600000US56253,ZCTA5 56253,84383
8600000US56255,ZCTA5 56255,81432
8600000US56256,ZCTA5 56256,69326
8600000US56257,ZCTA5 56257,61562
8600000US56258,ZCTA5 56258,77371
8600000US56260,ZCTA5 56260,67684
8600000US56262,ZCTA5 56262,70845
8600000US56263,ZCTA5 56263,68663
8600000US56264,ZCTA5 56264,75641
8600000US56265,ZCTA5 56265,73570
8600000US56266,ZCTA5 56266,69932
8600000US56267,ZCTA5 56267,77057
8600000US56270,ZCTA5 56270,58850
8600000US56271,ZCTA5 56271,79356
8600000US56273,ZCTA5 56273,82949
8600000US56274,ZCTA5 56274,94775
8600000US56276,ZCTA5 56276,61823
8600000US56277,ZCTA5 56277,75135
8600000US56278,ZCTA5 56278,66714
8600000US56279,ZCTA5 56279,92158
8600000US56280,ZCTA5 56280,74671
8600000US56281,ZCTA5 56281,86103
8600000US56282,ZCTA5 56282,70018
8600000US56283,ZCTA5 56283,65314
8600000US56284,ZCTA5 56284,67031
8600000US56285,ZCTA5 56285,73471
8600000US56287,ZCTA5 56287,49097
8600000US56288,ZCTA5 56288,102223
8600000US56289,ZCTA5 56289,75500
8600000US56291,ZCTA5 56291,68347
8600000US56292,ZCTA5 56292,70109
8600000US56293,ZCTA5 56293,69098
8600000US56294,ZCTA5 56294,50353
8600000US56295,ZCTA5 56295,77436
8600000US56296,ZCTA5 56296,63482
8600000US56297,ZCTA5 56297,69954
8600000US56301,ZCTA5 56301,71645
8600000US56303,ZCTA5 56303,65252
8600000US56304,ZCTA5 56304,60074
8600000US56307,ZCTA5 56307,82335
8600000US56308,ZCTA5 56308,81646
8600000US56309,ZCTA5 56309,68566
8600000US56310,ZCTA5 56310,90884
8600000US56311,ZCTA5 56311,67350
8600000US56312,ZCTA5 56312,79772
8600000US56313,ZCTA5 56313,37661
8600000US56314,ZCTA5 56314,78092
8600000US56315,ZCTA5 56315,85222
8600000US56316,ZCTA5 56316,65773
8600000US56318,ZCTA5 56318,81534
8600000US56319,ZCTA5 56319,86673
8600000US56320,ZCTA5 56320,86635
8600000US56321,ZCTA5 56321,
8600000US56323,ZCTA5 56323,65559
8600000US56324,ZCTA5 56324,74594
8600000US56325,ZCTA5 56325,100096
8600000US56326,ZCTA5 56326,66904
8600000US56327,ZCTA5 56327,98512
8600000US56328,ZCTA5 56328,55492
8600000US56329,ZCTA5 56329,79527
8600000US56330,ZCTA5 56330,73909
8600000US56331,ZCTA5 56331,92314
8600000US56332,ZCTA5 56332,79784
8600000US56334,ZCTA5 56334,75692
8600000US56335,ZCTA5 56335,61018
8600000US56336,ZCTA5 56336,73078
8600000US56338,ZCTA5 56338,72200
8600000US56339,ZCTA5 56339,65542
8600000US56340,ZCTA5 56340,74029
8600000US56342,ZCTA5 56342,56247
8600000US56343,ZCTA5 56343,71574
8600000US56345,ZCTA5 56345,68869
8600000US56347,ZCTA5 56347,61749
8600000US56349,ZCTA5 56349,81108
8600000US56350,ZCTA5 56350,61519
8600000US56352,ZCTA5 56352,72395
8600000US56353,ZCTA5 56353,68458
8600000US56354,ZCTA5 56354,75266
8600000US56355,ZCTA5 56355,66339
8600000US56356,ZCTA5 56356,57667
8600000US56357,ZCTA5 56357,87862
8600000US56358,ZCTA5 56358,70946
8600000US56359,ZCTA5 56359,56207
8600000US56360,ZCTA5 56360,65937
8600000US56361,ZCTA5 56361,60809
8600000US56362,ZCTA5 56362,77541
8600000US56363,ZCTA5 56363,58116
8600000US56364,ZCTA5 56364,73496
8600000US56367,ZCTA5 56367,88213
8600000US56368,ZCTA5 56368,81696
8600000US56369,ZCTA5 56369,57789
8600000US56371,ZCTA5 56371,61193
8600000US56373,ZCTA5 56373,74653
8600000US56374,ZCTA5 56374,80143
8600000US56375,ZCTA5 56375,84809
8600000US56376,ZCTA5 56376,69135
8600000US56377,ZCTA5 56377,96454
8600000US56378,ZCTA5 56378,75248
8600000US56379,ZCTA5 56379,72467
8600000US56381,ZCTA5 56381,71712
8600000US56382,ZCTA5 56382,69954
8600000US56384,ZCTA5 56384,53175
8600000US56385,ZCTA5 56385,62537
8600000US56386,ZCTA5 56386,59924
8600000US56387,ZCTA5 56387,51789
8600000US56389,ZCTA5 56389,84786
8600000US56401,ZCTA5 56401,70542
8600000US56425,ZCTA5 56425,75330
8600000US56431,ZCTA5 56431,58355
8600000US56433,ZCTA5 56433,65867
8600000US56434,ZCTA5 56434,56443
8600000US56435,ZCTA5 56435,57325
8600000US56436,ZCTA5 56436,60083
8600000US56437,ZCTA5 56437,56291
8600000US56438,ZCTA5 56438,68692
8600000US56440,ZCTA5 56440,51449
8600000US56441,ZCTA5 56441,64615
8600000US56442,ZCTA5 56442,94351
8600000US56443,ZCTA5 56443,68859
8600000US56444,ZCTA5 56444,76427
8600000US56446,ZCTA5 56446,54349
8600000US56447,ZCTA5 56447,61867
8600000US56448,ZCTA5 56448,82351
8600000US56449,ZCTA5 56449,85290
8600000US56450,ZCTA5 56450,56874
8600000US56452,ZCTA5 56452,74132
8600000US56453,ZCTA5 56453,60480
8600000US56455,ZCTA5 56455,61187
8600000US56456,ZCTA5 56456,42086
8600000US56458,ZCTA5 56458,77258
8600000US56461,ZCTA5 56461,72696
8600000US56464,ZCTA5 56464,61082
8600000US56465,ZCTA5 56465,85708
8600000US56466,ZCTA5 56466,59066
8600000US56467,ZCTA5 56467,68004
8600000US56468,ZCTA5 56468,93962
8600000US56469,ZCTA5 56469,62343
8600000US56470,ZCTA5 56470,66981
8600000US56472,ZCTA5 56472,73010
8600000US56473,ZCTA5 56473,72832
8600000US56474,ZCTA5 56474,57246
8600000US56475,ZCTA5 56475,62644
8600000US56477,ZCTA5 56477,60043
8600000US56479,ZCTA5 56479,59725
8600000US56481,ZCTA5 56481,65420
