ZTCA,Median_Household_Income,Mean_Household_Income
62454,50291,71815
62458,46445,57252
62459,55000,86917
62460,52891,70779
62461,52813,70320
62462,48024,60399
62463,58750,66955
62465,75917,81174
62466,52400,60458
62467,85484,98777
62468,66576,78611
62469,67375,66235
62471,46471,60921
62473,50000,60606
62474,51875,61795
62475,54674,52545
62476,48852,59436
62477,40350,51825
62478,47065,71338
62479,70139,71675
62480,36500,50820
62481,54271,55382
62501,70288,84834
62510,51691,66439
62512,46719,67632
62513,46375,67203
62514,67434,88014
62515,83333,86547
62517,55972,57535
62518,56786,57709
62519,80750,77869
62520,85625,96333
62521,54137,74280
62522,47020,61265
62523,13462,22112
62526,39441,56001
62530,66833,74622
62531,62500,79328
62532,-,50727
62533,56012,68008
62534,57857,65444
62535,91544,123701
62536,113125,128397
62537,48068,43113
62538,46429,60046
62539,71369,71475
62540,54308,63598
62541,-,N
62543,54255,67190
62544,71713,87812
62545,64583,82996
62546,63438,78595
62547,65179,74174
62548,72266,83975
62549,80156,95500
62550,66731,75348
62551,65167,71549
62553,60000,66477
62554,71894,98119
62555,80125,78465
62556,65667,70793
62557,52000,59543
62558,77337,82957
62560,56343,69164
62561,62949,72091
62563,100540,124467
62565,48344,58772
62567,57969,68496
62568,46780,63118
62570,52857,66665
62571,47125,58958
62572,53214,59424
62573,69688,74504
62601,80938,76285
62610,39167,43411
62611,64375,77623
62612,59961,76493
62613,91587,105089
62615,64153,77424
62617,40244,50255
62618,45136,56586
62621,63750,72554
62622,-,N
62624,44861,64814
62625,96250,97149
62626,58201,71683
62627,61797,80052
62628,54844,64992
62629,91902,111300
62630,74750,79731
62631,39167,46003
62633,53365,60565
62634,69271,79377
62635,56350,68008
62638,69032,94973
62639,76250,89933
62640,59960,78236
62642,65885,72685
62643,68214,72329
62644,40402,54810
62649,62813,81173
62650,48947,62612
62655,39464,54494
62656,53457,69932
62661,61625,73360
62663,46111,58545
62664,49398,73965
62665,54063,53460
62666,73250,79048
62667,39750,57093
62668,61029,67817
62670,72868,83613
62671,77708,95230
62672,45313,45945
62673,66875,68723
62674,52800,59884
62675,71222,84380
62677,73405,95916
62681,53445,64176
62682,70000,75870
62684,109464,119020
62685,59821,73572
62688,75625,82977
62689,51250,61179
62690,54963,64369
62691,54931,74921
62692,49777,67108
62693,86313,101289
62694,56027,66277
62695,53125,52832
62701,22772,65133
62702,42396,55134
62703,40681,53325
62704,54560,78599
62707,68866,81308
62711,102455,134207
62712,97679,121105
62801,43898,58266
62803,54837,68611
62806,51322,65938
62807,50313,57232
62808,55833,66155
62809,-,73457
62810,55357,59020
62811,30833,36942
62812,43721,61954
62814,55688,63686
62815,81250,71315
62816,56250,66665
62817,36771,44966
62818,51458,60251
62819,35682,43628
62820,78056,75048
62821,48171,61945
62822,33848,48925
62823,52500,64375
62824,48958,59694
62825,44063,53740
62827,50625,55454
62828,53333,70115
62829,-,N
62830,41600,57991
62831,41250,58659
62832,47876,59685
62833,80694,79062
62835,30938,50541
62836,65139,79380
62837,48594,57671
62838,44597,59664
62839,48865,65726
62841,48750,54261
62842,51563,62148
62843,48750,50203
62844,52794,64975
62846,37321,61055
62848,62500,62359
62849,56406,64809
62850,47411,58383
62851,68077,65370
62852,66250,69716
62853,62321,74339
62854,51500,58217
62856,45625,59411
62858,51591,61065
62859,53783,67419
62860,59896,62875
62861,37813,51268
62862,53606,58264
62863,47539,64368
62864,47007,66609
62865,55057,66662
62867,39922,52183
62868,60086,85164
62869,51638,66382
62870,51513,71180
62871,52353,64979
62872,58403,66602
62874,28958,37873
62875,63833,71902
62876,38542,48588
62877,52059,65681
62878,46875,55444
62879,34444,45620
62880,57917,61657
62881,46879,59415
62882,43629,55072
62883,61250,75822
62884,54762,60126
62885,39559,71289
62886,49375,66226
62887,60417,62064
62888,63589,69755
62889,63750,69569
62890,58656,62689
62891,46667,69881
62892,62500,67728
62893,64896,70119
62894,56500,72726
62895,51125,57626
62896,38209,48449
62897,44750,58652
62898,69828,79881
62899,43929,68219
62901,24184,49231
62902,45164,66797
62903,39375,71072
62905,65500,69792
62906,47522,61151
62907,45924,69704
62908,65278,67356
62910,37794,50362
62912,48542,88658
62914,27180,39645
62915,63068,65981
62916,62000,90846
62917,38611,55290
62918,58088,77497
62919,59500,118881
62920,55433,63703
62921,-,34118
62922,64722,79491
62923,50735,70166
62924,50417,61475
62926,52884,60790
62927,35313,41297
62928,15703,31903
62930,45688,62046
62931,45000,57018
62932,41250,52466
62933,51406,64712
62934,48516,78597
62935,52625,76370
62938,38355,52666
62939,59181,77291
62940,26354,44680
62941,60938,66394
62942,44412,44243
62943,62321,88510
62946,43407,56248
62947,60000,69758
62948,45118,61308
62949,36838,45826
62950,-,68202
62951,42346,55762
62952,42500,55883
62953,27361,42396
62954,52917,127283
62956,45577,65348
62957,41065,48408
62958,68947,86652
62959,51214,69867
62960,47336,56398
62961,-,52285
62962,-,-
62963,31875,38147
62964,28304,37217
62965,31429,44479
62966,43677,62316
62967,33125,43654
62969,50333,53639
62970,38250,55644
62972,64286,80979
62974,49357,61082
62975,59018,100215
62976,41563,43630
62977,51250,70033
62979,60658,60848
62982,44896,54455
62983,46563,62889
62984,34643,67146
62985,54643,61715
62987,43902,53915
62988,46184,54315
62990,38214,54753
62992,34167,56108
62994,50568,63863
62995,50888,60975
62996,41591,91087
62997,57344,58653
62998,49423,63420
62999,42875,46564
46001,55263,64148
46011,60163,72457
46012,47389,59232
46013,41584,55224
46016,29229,36838
46017,57667,64822
46030,59975,78604
46031,85092,91370
46032,101526,160113
46033,135087,165913
46034,72093,85496
46035,67727,75987
46036,47844,63967
46037,120764,147404
46038,92464,109898
46039,53750,62463
46040,93475,134558
46041,51157,60760
46044,55932,67631
46045,-,N
46047,-,N
46048,50580,56432
46049,61250,81579
46050,60800,70925
46051,57629,74516
46052,61980,84585
46055,107087,150309
46056,71154,80682
46057,76563,73623
46058,73929,83880
46060,78300,93535
46062,86560,118295
46063,50000,56346
46064,78889,93201
46065,64219,68179
46068,80195,82610
46069,57454,78904
46070,60192,79991
46071,71719,86212
46072,56345,69262
46074,100775,124821
46075,87485,119522
46076,50042,62311
46077,138686,181006
46103,73125,72010
46104,52679,65072
46105,82306,77332
46106,88574,137179
46107,48643,60663
46110,-,80100
46111,38269,45456
46112,86372,103017
46113,75568,83405
46115,53088,62134
46117,86071,87247
46118,70341,85464
46120,63438,72115
46121,69219,87388
46122,79448,92349
46123,92972,110050
46124,67072,71917
46125,-,N
46126,72111,80500
46127,73571,96475
46128,62931,64669
46130,79415,82936
46131,65654,79851
46133,63750,67851
46135,54710,68253
46140,63816,79584
46142,76489,94289
46143,73894,93657
46144,55543,54506
46146,78791,82291
46147,66898,85267
46148,58779,65280
46149,80430,79117
46150,59091,69213
46151,62236,78030
46155,54948,56390
46156,53021,84903
46157,81034,97292
46158,63500,81230
46160,62563,77640
46161,73500,76551
46162,-,71375
46163,96557,109178
46164,75570,96639
46165,70000,88856
46166,67140,75790
46167,85870,105931
46168,68469,88328
46171,59063,71004
46172,73500,73654
46173,51250,62775
46175,47000,53711
46176,56322,68353
46180,55288,67134
46181,75313,95788
46182,54125,69313
46183,-,N
46184,72468,83183
46186,75000,77305
46201,30917,42899
46202,43462,70838
46203,39133,54938
46204,58636,88384
46205,47623,72683
46208,35148,69246
46214,48172,61879
46216,50014,80263
46217,63601,79727
46218,24517,38449
46219,40497,54219
46220,73288,104086
46221,50911,57850
46222,35986,43410
46224,37994,46336
46225,33452,45654
46226,36285,47332
46227,42816,56060
46228,69523,94398
46229,52376,67857
46231,64720,93975
46234,77528,94218
46235,38572,49456
46236,87483,117604
46237,67560,80554
46239,79381,86851
46240,61922,99981
46241,38795,50606
46250,58898,80752
46254,44836,57498
46256,70159,100013
46259,112833,117998
46260,49285,86617
46268,52340,64380
46278,118986,156351
46280,69868,82656
46290,-,234054
46301,97250,150930
46303,68819,83071
46304,79021,95044
46307,85158,95750
46310,66192,73500
46311,86019,107708
46312,32839,45542
46319,65075,73822
46320,30649,48809
46321,84254,108477
46322,67281,79382
46323,52549,63098
46324,47996,58843
46327,45246,53387
46340,50682,71233
46341,73352,83722
46342,60816,71410
46345,52500,55336
46346,43491,48630
46347,75761,86675
46348,50119,68336
46349,67731,71932
46350,55775,71702
46356,74462,84168
46360,46300,62046
46365,69191,82164
46366,50842,59230
46368,58886,69536
46371,79074,86502
46373,103118,129110
46374,70500,145672
46375,76678,106919
46376,57500,61740
46377,44808,56423
46379,51168,54980
46381,38864,47228
46382,81453,83426
46383,64743,84001
46385,83798,106803
46390,74403,82608
46391,74448,87717
46392,64535,79478
46393,-,49673
46394,50127,61833
46402,19728,33919
46403,40368,55203
46404,32063,45844
46405,45754,53169
46406,30939,47546
46407,25219,32762
46408,37737,48997
46409,32536,39880
46410,57445,67546
46501,53509,61075
46502,-,N
46504,58846,70782
46506,57997,68134
46507,72995,91717
46508,37500,41781
46510,51552,67352
46511,45099,72130
46514,52644,66443
46516,48328,61563
46517,51495,60305
46524,54010,60405
46526,56270,69715
46528,63434,84259
46530,101206,131591
46531,64167,69402
46532,54063,79788
46534,50374,60911
46536,58173,85414
46537,54205,55645
46538,73869,97263
46539,56168,65170
46540,79459,99576
46542,64627,67460
46543,84152,116215
46544,49119,63190
46545,42250,55190
46550,63750,78029
46552,64981,88391
46553,67014,74452
46554,56901,68971
46555,53617,66123
46556,26125,31530
46561,72201,81258
46562,51988,66718
46563,50632,65082
46565,76694,95990
46567,61733,80773
46570,58047,67240
46571,69896,80240
46573,66815,85617
46574,59481,75457
46580,58293,74568
46582,68729,78708
46590,62703,94941
46595,58482,62256
46601,21143,31393
46613,39708,47691
46614,54181,69520
46615,41754,55412
46616,39167,53848
46617,63699,106407
46619,37704,49955
46628,45116,65429
46635,60690,73685
46637,60200,77121
46701,58906,66245
46702,60833,64631
46703,58099,73893
46704,-,N
46705,51875,69050
46706,57609,72612
46710,68625,82273
46711,48389,64522
46714,53651,68125
46721,65797,72384
46723,63479,83017
46725,60655,75123
46730,68065,78834
46731,59479,86810
46732,62292,68816
46733,53267,65604
46737,60595,73824
46738,46930,67327
46740,51397,61173
46741,64556,79424
46742,62060,76923
46743,60694,72006
46745,61328,72511
46746,55417,60864
46747,50972,66878
46748,83095,105973
46750,50599,61459
46755,50713,61291
46759,47574,47442
46760,55977,61233
46761,58727,68361
46763,59965,74837
46764,78906,76559
46765,86875,94558
46766,93102,95556
46767,54417,70294
46770,67770,69640
46771,-,N
46772,51118,70334
46773,65337,75707
46774,57422,67188
46776,52198,58112
46777,64268,76875
46779,65104,70951
46781,64250,64484
46783,89226,115386
46784,65078,86157
46785,63750,77841
46786,-,N
46787,57361,75542
46788,74365,118154
46791,74375,102312
46792,57250,73252
46793,61414,80722
46794,51250,75183
46795,65417,81673
46797,68532,75535
46798,63558,73687
46799,38542,44373
46802,35529,46618
46803,23648,33798
46804,70992,93439
46805,45085,56366
46806,31773,40193
46807,48600,57459
46808,42034,53535
46809,41788,50266
46814,121038,180773
46815,53322,67408
46816,39766,48641
46818,66379,79025
46819,48939,59459
46825,56405,68517
46835,62691,77901
46845,98688,123313
46901,47140,60332
46902,53266,66225
46910,60665,72081
46911,63625,74350
46913,60357,86023
46914,63438,75736
46915,51875,57383
46917,48889,63525
46919,61111,70463
46920,75667,82234
46922,-,N
46923,52375,74866
46926,63188,68597
46928,51493,63205
46929,57802,61952
46930,37375,47572
46931,32813,36900
46932,57008,67209
46933,44250,50285
46936,69180,80851
46938,49938,59539
46939,39583,54497
46940,60417,68181
46941,63056,71107
46943,36983,52014
46946,24211,29104
46947,47122,59712
46950,51250,52171
46951,53023,61982
46952,47240,61203
46953,34487,48626
46957,40536,48511
46958,52022,54970
46959,-,45637
46960,48017,73483
46961,51492,57702
46962,57817,61027
46967,39107,38682
46968,93750,96425
46970,46935,58213
46974,60698,63849
46975,53966,67238
46978,59181,65887
46979,79940,97596
46982,50367,59165
46984,63000,63892
46985,55515,60503
46986,53000,64309
46987,56250,62951
46988,44318,81884
46989,58779,72745
46990,52440,72269
46991,60179,60496
46992,53238,65810
46994,56563,69699
46996,44029,54443
46998,60150,56584
47001,60134,74190
47003,31799,40743
47006,64839,85865
47010,23167,33494
47011,74282,89563
47012,56023,69440
47016,73421,77321
47017,53750,63151
47018,67821,70883
47020,45592,58912
47022,81250,104643
47023,60486,71389
47024,59853,61020
47025,69638,78534
47030,68365,93632
47031,58348,72344
47032,63036,92974
47034,53750,49867
47035,-,37025
47036,69038,86812
47037,49809,58991
47038,49150,56445
47040,53625,63927
47041,69258,77566
47042,56470,65911
47043,47650,64326
47060,70417,86171
47102,39824,50179
47104,-,-
47106,63092,83985
47108,47168,61998
47110,62375,62863
47111,63750,76943
47112,58409,79024
47114,51579,56132
47115,44107,60928
47116,48875,47518
47117,61759,69342
47118,38750,64836
47119,95000,129937
47120,58534,62298
47122,81405,96408
47123,58000,46733
47124,80814,93675
47125,48125,61822
47126,74940,88325
47129,43479,56300
47130,55089,68906
47135,65446,81932
47136,79712,88399
47137,31198,43809
47138,58132,64105
47140,37609,45180
47141,58553,88376
47142,52652,57476
47143,86053,98000
47145,56157,63495
47147,40240,55021
47150,53757,68581
47160,55625,54232
47161,66882,76699
47162,43224,57119
47163,53281,62089
47164,47117,62282
47165,53698,66048
47166,43810,57191
47167,43329,58386
47170,52509,65421
47172,79505,96811
47175,46923,63705
47177,53611,65372
47201,63510,81990
47203,62958,81954
47220,56121,69047
47223,65446,75982
47224,45164,47462
47226,64375,120666
47227,62747,62387
47229,47813,63852
47230,50493,54711
47231,54500,65779
47232,60160,62878
47234,60000,78214
47235,63537,63644
47240,59516,70794
47243,54194,63131
47244,59821,70026
47246,61831,74379
47247,81667,80731
47250,50496,69079
47260,44816,57736
47263,46071,50966
47264,55158,65979
47265,51230,68643
47270,58507,53736
47272,48250,63982
47273,61579,75940
47274,50121,66361
47280,58393,63293
47281,58152,75044
47282,34722,63977
47283,49712,62664
47302,37461,49500
47303,32234,48487
47304,54873,71945
47305,25982,51427
47306,-,-
47320,54423,66821
47324,35000,41123
47325,70208,71845
47326,64008,72965
47327,38906,54597
47330,54313,72668
47331,45701,56518
47334,59393,72774
47335,43011,56884
47336,41895,58327
47337,49250,51132
47338,51742,57724
47339,70795,62346
47340,52895,64362
47341,63482,84259
47342,44821,60091
47344,54375,58728
47345,65613,65886
47346,54667,66397
47348,42513,56579
47351,60417,60329
47352,46719,57965
47353,52210,63156
47354,44375,75715
47355,48112,56603
47356,58583,70581
47357,53100,57935
47358,48929,81166
47359,46574,60106
47360,48125,76821
47361,57019,63435
47362,45878,59287
47367,42500,37989
47368,57500,69469
47369,44087,53216
47371,47686,61765
47373,43512,53105
47374,44085,62823
47380,44153,59937
47381,45714,50493
47382,40000,40580
47383,63333,75561
47384,63472,70160
47385,52875,59073
47386,64018,71317
47387,49457,60283
47388,42188,49545
47390,36816,46339
47393,79276,82251
47394,49451,64003
47396,57157,82888
47401,52907,83748
47403,55374,66131
47404,38731,53817
47405,-,-
47406,-,-
47408,35985,59491
47420,-,44967
47421,52555,64643
47424,56613,67697
47427,56402,57332
47429,63528,85124
47431,50000,69430
47432,43061,56297
47433,57097,68537
47434,-,-
47436,51397,62069
47437,-,122177
47438,48984,61686
47441,50657,60121
47443,49750,62988
47446,52004,56324
47448,55225,76912
47449,45156,45621
47451,46989,62819
47452,58530,67651
47453,64276,69294
47454,40259,53709
47455,-,N
47456,51010,56717
47457,67500,75592
47458,-,N
47459,54722,63447
47460,51991,61934
47462,69322,77532
47464,27250,40513
47465,45850,54794
47467,-,N
47468,54167,80061
47469,58532,61953
47470,47236,68814
47471,47195,56452
47501,49500,61833
47512,42337,57014
47513,51400,64992
47514,51477,62793
47515,58750,75402
47516,64150,86257
47519,155750,122829
47520,44470,53677
47521,98672,100052
47522,58824,56994
47523,56538,65679
47524,53750,104793
47525,44079,64655
47527,62813,65090
47528,43000,46596
47529,51250,59432
47531,43113,61427
47532,67238,73192
47535,46111,56133
47536,-,-
47537,67500,74929
47541,77578,77759
47542,52238,67098
47546,60742,78896
47550,67981,74028
47551,85909,96970
47552,-,534451
47553,58140,68394
47557,62273,66769
47558,60449,78334
47561,46875,59482
47562,54556,81250
47564,52908,64803
47567,54324,63642
47568,52813,61613
47574,-,108041
47575,75294,84408
47576,78125,77545
47577,83269,84244
47578,62955,73011
47579,73750,94369
47580,-,80131
47581,50380,59242
47584,48214,55712
47585,53107,53149
47586,50833,63445
47588,58631,67048
47590,35278,43809
47591,46728,62610
47596,-,N
47597,62500,65634
47598,48567,59324
47601,58132,78742
47610,60428,65595
47611,59276,84308
47612,52829,59606
47613,87292,88476
47615,50435,62975
47616,72500,78160
47619,59479,75981
47620,62055,77238
47630,84026,108744
47631,67708,83024
47633,49583,58673
47634,53412,62240
47635,53153,61858
47637,49554,63429
47638,77461,95763
47639,95450,105229
47640,49200,71215
47648,59238,72213
