ZTCA,Median_Household_Income,Mean_Household_Income
56684,41250,63242
56685,-,53638
56686,61125,67721
56687,26875,40270
56688,52500,55568
56701,59923,72115
56710,54375,66199
56711,-,-
56713,79318,80530
56714,54018,60760
56715,66250,91803
56716,58088,70322
56720,-,42580
56721,64059,75578
56722,54688,99737
56723,75938,92474
56724,48929,65313
56725,63281,72486
56726,62083,70676
56727,54853,68022
56728,64226,83413
56729,40500,44822
56731,50000,57218
56732,50741,60279
56733,57031,74764
56734,55000,63972
56735,62232,69045
56736,66500,81071
56737,44444,59799
56738,65326,81091
56741,-,-
56742,57212,67111
56744,57083,84758
56748,64688,79878
56750,57917,68668
56751,63203,80488
56754,78571,82153
56755,66250,73070
56756,62639,71119
56757,59250,71171
56758,53750,68187
56759,78125,81659
56760,50625,71453
56761,64583,80445
56762,62596,69771
56763,63384,75368
38601,43886,63009
38603,44233,50244
38606,45492,60982
38610,39760,52156
38611,51310,71765
38614,30669,50419
38617,20179,36150
38618,41804,57622
38619,27475,43101
38620,38494,44207
38621,25969,36432
38622,26852,31073
38623,25729,33856
38625,49259,61440
38626,47906,43153
38627,53843,58128
38629,53663,66162
38630,38779,39816
38631,19796,26051
38632,81059,97887
38633,43182,60490
38635,39807,52987
38637,48681,59053
38639,17880,27283
38641,59444,79505
38642,33550,49788
38643,18576,30317
38644,34375,176948
38645,35402,46432
38646,29281,41997
38647,27670,32161
38650,38611,43742
38651,82575,96354
38652,49474,61986
38654,82252,97075
38655,49909,76312
38658,58750,57361
38659,43750,56754
38661,38801,59638
38663,39205,51282
38664,42471,67291
38665,44962,53628
38666,34788,49365
38668,57716,70992
38670,38833,39422
38671,51214,61335
38672,101974,107378
38673,82279,91720
38674,31903,36250
38676,32512,45844
38677,-,-
38680,54155,65576
38683,26924,42335
38685,-,40216
38701,27678,50117
38702,-,N
38703,28021,43680
38704,-,N
38720,36953,44384
38721,33125,68428
38722,16591,28227
38723,-,N
38725,27500,45707
38726,28295,39835
38730,50104,55496
38731,53173,54706
38732,33602,56178
38736,41111,65977
38737,27872,38181
38738,-,61096
38740,40556,54855
38744,28787,59685
38745,-,57731
38746,20357,36568
38748,39726,59555
38749,18750,27215
38751,30761,47510
38753,42355,53420
38754,31250,58278
38756,37515,58834
38759,44957,58399
38760,19458,30887
38761,25351,43055
38762,24872,30524
38764,-,39308
38765,-,N
38767,-,37266
38768,-,33171
38769,17115,26945
38771,36818,53532
38772,-,N
38773,27652,38491
38774,27500,40551
38778,27232,44421
38781,10772,21036
38801,48585,63590
38804,45676,70041
38821,46588,58881
38824,43023,54104
38826,59195,73546
38827,38988,54835
38828,39905,53549
38829,37500,48652
38833,31189,44645
38834,42016,59428
38838,17453,32320
38841,37908,54198
38843,36660,57212
38844,37143,57915
38846,48585,58036
38847,44026,50553
38848,47885,43827
38849,60000,68115
38850,33883,49080
38851,38500,48708
38852,40938,51798
38855,56397,61830
38856,54750,57022
38857,55096,67209
38858,42765,56163
38859,56382,60043
38860,34398,52413
38862,44691,59775
38863,44352,57037
38864,44107,52840
38865,43918,63817
38866,65635,86067
38868,37398,51279
38869,29167,49204
38870,44097,54990
38871,61484,77907
38873,37411,41663
38876,32361,51727
38878,37330,49106
38879,21779,35244
38901,37496,56855
38913,46071,40952
38914,52857,52715
38915,41933,47402
38916,34097,43741
38917,52042,63327
38920,-,31451
38921,37604,50560
38922,39714,48518
38923,70385,63874
38924,15400,26366
38925,32692,42643
38927,-,45463
38928,11361,13577
38929,42664,48245
38930,27479,51833
38940,46909,70361
38941,20400,36550
38943,70673,58565
38944,58580,57261
38945,-,N
38946,12188,18113
38947,-,76204
38948,31964,42035
38949,51602,63400
38950,14744,20198
38951,36250,48129
38952,42500,58611
38953,49167,75097
38954,33538,42131
38957,40250,47180
38958,-,-
38961,24489,40319
38962,-,N
38963,41250,70531
38964,68875,64519
38965,45044,53082
38966,22589,26437
38967,42806,62862
39038,28888,45856
39039,42679,49587
39040,38957,53137
39041,45208,53606
39042,72629,87927
39044,51346,78750
39045,42279,55127
39046,44538,62054
39047,87110,103613
39051,36939,53871
39054,16974,27186
39056,63222,76225
39057,26845,43898
39059,46641,60002
39061,-,-
39062,45250,59717
39063,19614,31810
39066,37051,57959
39067,43162,48152
39069,20886,32716
39071,67422,89438
39073,55263,66849
39074,30773,49949
39078,37500,39724
39079,22369,34578
39082,52411,66009
39083,36584,48949
39086,22607,24345
39088,-,105375
39090,33031,60067
39092,37500,54330
39094,39583,54132
39095,26250,47527
39096,38949,59340
39097,21743,34869
39108,36719,47618
39110,109270,136148
39111,39698,59969
39113,15750,22425
39114,46042,67565
39115,-,N
39116,51364,66231
39117,42276,79930
39119,47531,63720
39120,30094,47079
39140,37279,56289
39144,34722,55249
39145,52057,72329
39146,30492,38324
39149,-,45298
39150,31525,40685
39152,-,51938
39153,27337,49147
39154,64461,80139
39156,-,87779
39157,61286,94586
39159,29527,45490
39160,27227,39344
39162,29000,33282
39166,18650,39306
39167,-,-
39168,34792,49995
39169,16125,25084
39170,61268,85119
39174,55402,48910
39175,30201,48223
39176,27422,43883
39177,-,34946
39179,53427,69669
39180,44335,62440
39183,46440,63966
39189,40292,49404
39191,51425,61030
39192,29125,39839
39193,-,-
39194,29770,53588
39201,49167,70704
39202,36094,62158
39203,26473,35541
39204,28900,41913
39206,39948,54904
39208,49517,59987
39209,29482,41436
39211,64971,88752
39212,45498,57434
39213,28250,40062
39216,45496,84624
39217,-,-
39218,48039,59094
39232,62409,84366
39269,-,-
39272,65931,71135
39301,38424,56749
39305,56491,74773
39307,27683,40157
39309,-,-
39320,-,82917
39322,-,62567
39323,33591,47491
39325,61054,82196
39326,-,48457
39327,44712,61844
39328,27786,39553
39330,69525,83158
39332,52500,69948
39335,63125,89326
39336,35542,41881
39337,56357,64171
39338,32877,46499
39339,34341,51950
39341,33750,50383
39342,38011,46562
39345,31861,45802
39346,44338,74449
39347,34107,43464
39348,27375,29767
39350,37520,51106
39352,35947,43694
39354,38667,77935
39355,40307,55159
39356,24875,61158
39358,22540,49572
39359,55000,74406
39360,32276,48657
39361,37642,45095
39362,53262,57897
39363,32813,51436
39364,43510,44789
39365,38878,53374
39366,32019,40036
39367,36964,60427
39401,32691,50144
39402,61082,86072
39406,-,-
39421,36375,50815
39422,38682,55305
39423,38182,50216
39425,31372,51593
39426,65587,73182
39427,47778,70178
39428,33038,46329
39429,33436,47413
39437,47518,62860
39439,29753,47257
39440,32101,51368
39443,46009,66916
39451,43594,51274
39452,50714,65982
39455,33764,50971
39456,36563,44112
39459,47250,56625
39461,41962,60819
39462,44167,57070
39464,49917,66515
39465,57134,71400
39466,41063,53622
39470,45619,60666
39474,25840,39853
39475,57813,71962
39476,48417,54339
39477,35208,53611
39478,42500,52115
39479,45580,58194
39480,52794,67072
39481,46522,67558
39482,64722,72960
39483,29726,56158
39501,27782,37651
39503,53746,68375
39507,45721,63691
39520,39435,56346
39525,65035,81941
39530,32541,47939
39531,46324,60903
39532,58450,72000
39534,-,-
39540,42432,62146
39553,47416,63584
39556,53363,67995
39560,54812,68577
39561,54444,61595
39562,49117,64751
39563,42173,62560
39564,60921,80619
39565,64460,74818
39567,43793,68805
39571,53394,72774
39572,44511,61489
39573,55345,68470
39574,50533,62393
39576,46452,60500
39577,37228,57216
39581,37370,48282
39601,44076,63300
39629,37821,56250
39630,23207,38066
39631,25147,52579
39633,21985,38377
39635,-,25472
39638,29591,47892
39641,38031,47187
39643,30891,37179
39645,32744,42894
39647,91932,105760
39648,30328,39842
39652,38049,46783
39653,40750,53917
39654,34138,52521
39656,41250,53964
39657,21890,36212
39661,37576,50808
39662,32065,60383
39663,48357,50405
39664,40365,54120
39665,36528,48128
39666,40458,62152
39667,29797,50574
39668,-,51179
39669,26353,38929
39701,32471,56285
39702,47645,63079
39705,63689,71774
39730,40180,58713
39735,36638,55799
39736,30000,33948
39737,55375,49841
39739,29028,40302
39740,73978,77824
39741,30250,43873
39743,41265,57019
39744,37385,48433
39745,37115,51886
39746,54464,70003
39747,33333,45920
39750,47672,53671
39751,43393,56524
39752,41172,52466
39755,47656,58257
39756,28012,33760
39759,39772,58790
39760,-,N
39762,-,N
39766,59988,73375
39767,42042,65214
39769,51192,83116
39771,-,69043
39772,34602,45991
39773,32654,52414
39776,35784,48202
63005,163068,230176
63010,66866,76541
63011,103247,130348
63012,80596,89721
63013,67935,76197
63014,48400,55606
63015,46753,87942
63016,65085,79061
63017,111815,149261
63019,55701,69479
63020,53519,63807
63021,90419,115587
63023,55192,69758
63025,110595,127365
63026,80420,97904
63028,61334,75651
63030,58194,61071
63031,62980,73799
63033,54977,66957
63034,95137,100400
63036,52679,73654
63037,60345,77044
63038,142923,182403
63039,55833,60250
63040,110587,133405
63041,90000,105773
63042,48476,61958
63043,71907,83811
63044,61021,82449
63045,-,-
63047,-,N
63048,64141,72239
63049,72523,84901
63050,67428,86042
63051,61311,73512
63052,74150,86631
63053,54000,53404
63055,81188,95486
63056,45257,59469
63057,-,-
63060,53675,59881
63061,112500,98640
63068,60904,70478
63069,62813,84512
63070,54488,66934
63071,33500,50678
63072,65118,71983
63073,244205,275465
63074,46444,55576
63077,50576,58390
63079,-,N
63080,45036,59462
63084,57708,74649
63087,-,56438
63088,54967,80575
63089,54645,70834
63090,69539,92635
63091,69938,78186
63101,65129,83873
63102,48654,59686
63103,40427,58877
63104,60295,79202
63105,106213,184581
63106,21250,38490
63107,25052,34451
63108,47180,89459
63109,63231,80906
63110,58294,82708
63111,27698,44846
63112,40161,59653
63113,30817,44876
63114,46346,56999
63115,26599,37230
63116,47871,62042
63117,77464,114012
63118,40203,57130
63119,84995,113726
63120,25780,35540
63121,39174,48998
63122,102756,133380
63123,58867,72462
63124,166750,271031
63125,52560,62406
63126,80055,96973
63127,98015,140737
63128,77682,96736
63129,78312,98239
63130,64300,109930
63131,171831,243007
63132,61108,101063
63133,23941,33168
63134,40872,46011
63135,46590,59140
63136,32223,43178
63137,41320,52316
63138,38056,52893
63139,57388,76770
63140,28594,29874
63141,107419,188249
63143,48241,60799
63144,82097,107502
63146,70692,94023
63147,31964,40923
63155,-,-
63301,62393,79696
63303,79633,98580
63304,99691,119651
63330,42132,47097
63332,80000,93915
63333,44803,93319
63334,47927,62263
63336,55417,94243
63339,36042,55136
63341,105765,128916
63343,45536,53865
63344,51964,68664
63345,55335,53435
63347,61635,71780
63348,97770,113977
63349,59438,80351
63350,50179,59260
63351,49050,67909
63352,36442,47455
63353,43643,52920
63357,61200,73872
63359,57083,68144
63361,44433,55682
63362,69738,78073
63363,44375,54325
63366,77041,96114
63367,99543,118182
63368,103500,120980
63369,65391,79281
63370,-,N
63373,75781,80558
63376,82039,98262
63377,52841,65048
63379,68829,77960
63381,46667,62556
63382,42899,67460
63383,51866,65641
63384,44728,54481
63385,90203,105321
63386,41442,68169
63387,33750,43986
63388,25234,40182
63389,64102,71989
63390,68936,89745
63401,46604,62137
63430,30774,49657
63431,-,62130
63432,51667,84416
63433,-,-
63434,49722,64429
63435,48289,59951
63436,53138,73657
63437,34940,46295
63438,53958,71151
63439,38523,35677
63440,46442,63614
63441,44091,53697
63443,31964,36370
63445,46792,57866
63446,40521,44096
63447,38542,54363
63448,51212,56935
63450,61500,66641
63451,-,132570
63452,45402,60525
63453,75962,75745
63454,49909,62887
63456,45363,54511
63457,65208,91187
63458,29250,39641
63459,64146,74135
63460,49750,55350
63461,54818,62910
63462,39732,44773
63463,63194,68804
63464,-,N
63465,62083,120813
63467,-,N
63468,47737,54169
63469,50500,67451
63471,59211,59535
63472,31563,46482
63473,65750,66426
63474,38125,88896
63501,40333,59013
63530,46447,53123
63531,57500,60150
63532,43700,52700
63533,54063,61216
63534,42139,51689
63535,-,39224
63536,47135,58737
63537,41058,51010
63538,36250,57313
63539,50000,63312
63540,47344,92055
63541,50841,60324
63543,34375,42465
63544,41417,47785
63545,41667,50887
63546,51019,60225
63547,34167,41928
63548,40000,48834
63549,45099,53861
63551,44306,52465
63552,42218,53580
63555,49125,73003
63556,47841,58051
63557,42500,50400
63558,47614,59269
63559,47589,57579
63560,-,40102
63561,39375,56978
63563,43611,110654
63565,40598,49617
63566,57750,49284
63567,28482,35855
63601,39363,51742
63620,36905,50724
63621,40795,63363
63622,32198,56931
63623,35625,47428
63624,39682,57655
63625,54643,80008
63626,57552,64705
63627,68933,71433
63628,48410,58551
63629,47708,55510
63630,40313,49526
63631,61068,69069
63633,40250,49722
63636,39750,46764
63637,33629,49938
63638,40197,50066
63640,51660,64473
63645,44566,59095
63648,51719,65410
63650,36554,50637
63653,36940,45517
63654,60341,65466
63655,43813,55821
63656,75833,76068
63660,41068,50494
63662,40964,58202
63663,33393,47559
63664,41643,56225
63665,50417,60389
63666,22917,22559
63670,57734,75696
63673,52656,67332
63674,-,-
63675,31492,37207
63701,54823,76164
63703,29476,41217
63730,41579,57398
63732,60625,68400
63735,41250,50534
63736,49464,57374
63738,-,-
63739,53750,49132
63740,49464,71594
63742,-,48058
63743,-,114696
63744,-,37549
63745,-,N
63746,-,56887
63747,64653,69470
63748,55357,62424
63750,-,N
63751,42713,46893
63755,65086,81181
63758,42054,47318
63760,62946,73188
63763,50179,61838
63764,41627,50952
63766,54957,62506
63767,34875,48160
63769,55278,65784
63770,48750,46598
63771,47045,56825
63774,37000,47074
63775,55438,66379
63780,47198,60339
63781,68553,69537
63782,30208,41216
63783,82000,103328
63784,-,83111
63785,46563,54042
63787,49583,54965
63801,42330,61724
63820,27188,30581
63821,19115,31253
63822,39505,51688
63823,43906,56118
63824,-,37379
63825,40703,52880
63826,-,125486
63827,42500,54775
63828,36429,48324
63829,36343,60605
63830,32461,48484
63833,58750,57852
63834,36449,54616
63837,36923,46294
63839,41111,53590
63841,40881,52211
63845,35037,46822
63846,42039,49961
63847,24583,31911
63848,43519,58079
63849,36406,59583
63851,27041,45010
63852,28516,40196
63853,30875,36831
63855,45250,68186
63857,40205,57956
63860,26691,31832
63862,31027,44776
63863,35357,52591
63866,24643,33436
63867,34500,43380
63868,27000,34897
63869,38772,46414
63870,29167,50882
63873,38377,52410
63874,43125,55085
63876,39875,48756
63877,35952,58784
63878,44250,37983
63879,41618,58711
63880,19524,27696
63882,33125,40444
63901,38825,53567
63902,-,-
63932,31875,44439
63933,32461,43351
63934,60625,40312
63935,34362,47017
63936,52667,72681
63937,41900,59056
63939,29427,43187
63940,51328,61869
63941,37951,57555
63942,38125,46717
63943,38793,55342
63944,30809,41689
63945,45718,67671
63951,11923,18910
63952,36250,64079
63953,32096,42586
63954,22500,37062
63955,29205,28810
63956,43650,53402
63957,31231,43071
63960,43929,57446
63961,45833,54873
63962,-,N
63964,23036,32763
63965,41326,53851
63966,42875,51520
63967,43711,49877
64001,49063,62323
64011,67036,74536
64012,64381,79005
64014,77755,91801
64015,72834,89060
64016,59606,76183
64017,62917,65723
64018,91875,108203
64019,67790,76305
64020,63306,78382
64021,49423,75699
64022,36250,44812
64024,60120,67140
64029,78320,83200
64030,46902,60067
64034,103947,115014
64035,60000,72642
64036,49063,54306
64037,55726,67377
64040,53904,60587
64048,78571,88911
64050,38872,47914
64052,44451,52189
64053,38209,55954
64054,39389,50785
64055,56063,77517
64056,62225,72177
64057,63237,77081
64058,65842,72918
64060,85402,98609
64061,68094,81412
64062,66977,86365
64063,68003,82978
64064,103970,136730
64065,51250,47913
64066,83750,85730
64067,57817,71480
64068,76159,94428
64070,75313,87325
64071,56154,71260
64072,48255,51190
64074,67019,86632
64075,74032,82736
64076,58967,71378
64077,67656,71069
64078,69155,83488
64079,86756,96916
64080,77467,91606
64081,88892,113283
64082,120288,135233
64083,83027,94025
64084,57901,69547
64085,56439,67199
64086,86949,102500
64088,62168,76983
64089,85323,100269
64090,42969,58755
64092,-,N
64093,52609,65946
64096,51522,68374
64097,58646,69678
64098,71250,79996
64101,-,N
64102,-,-
64105,58966,71526
64106,33770,57820
64108,51406,79523
64109,32218,51644
64110,44078,68296
64111,51413,64047
64112,75017,127666
64113,138220,184221
64114,65833,78686
64116,51801,78957
64117,45572,56786
64118,57392,70796
64119,68553,82628
64120,38056,49680
64123,36915,45062
64124,31279,40988
64125,28269,40976
64126,26388,35712
64127,27013,39126
64128,26535,38519
64129,41078,51593
64130,32367,49111
64131,45186,64893
64132,37772,48129
64133,52291,63513
64134,42906,52597
64136,35302,76369
64137,54460,60845
64138,46104,60961
64139,112846,124686
64145,76190,108029
64146,65136,86660
64147,7784,11852
64149,118906,99832
64150,34441,65089
64151,72957,89962
64152,94284,126576
64153,83039,93079
64154,83375,104279
64155,85275,93524
64156,113654,136349
64157,112159,137186
64158,85837,97288
64161,68333,76262
64163,46111,51879
64164,-,108912
64165,-,335775
64166,55521,57993
64167,128833,160264
64192,-,-
64401,68920,78562
64402,43826,57979
64420,57500,51888
64421,51250,59619
64422,92845,77502
64423,66071,80990
64424,41538,50712
64426,39750,55427
64427,53250,62173
64428,38516,49464
64429,52879,63961
64430,59306,62206
64431,60938,137532
64432,48125,61019
64433,57188,51852
64434,61563,85706
64436,61750,77355
64437,41250,58170
64438,41250,58713
64439,71336,85005
64440,71000,77049
64441,47188,49542
64442,42000,50577
64443,80905,99993
64444,72578,77624
64445,37292,46671
64446,45917,58594
64448,58375,74710
64449,37750,55773
64451,39531,52068
64453,50104,54549
64454,61426,71540
64455,58125,69062
64456,53264,61305
64457,59333,65919
64458,37083,47845
64459,54167,63809
64461,61071,74407
64463,45179,66746
64465,63702,72858
64466,49250,69430
64467,53438,60035
64468,42493,53546
64469,63750,67028
64470,54167,64272
64471,44485,55392
64473,50174,56880
64474,61161,66164
64475,43036,58210
64476,42917,52761
64477,69950,71312
64479,53906,63329
64480,61944,70842
64481,40833,48492
64482,50862,73264
64483,63523,74260
64484,44792,56701
64485,51788,65392
64486,45000,55066
64487,44773,71733
64489,61607,67493
64490,62792,74522
64491,50435,57044
64492,76359,86473
64493,44509,58343
64494,57500,62696
64496,53333,53423
64497,45729,65713
64498,68500,65216
64499,57656,45064
64501,32525,42337
64503,49167,60001
64504,52295,64010
64505,54103,71644
64506,57600,78675
64507,58538,69669
64601,46316,57840
64620,50536,55153
64622,44583,76953
64623,52500,69197
64624,49458,56386
64625,47708,64523
64628,41546,53479
64630,52188,76549
64631,45125,52478
64632,42083,49435
64633,40795,57402
64635,51250,65140
64636,33750,39756
64637,47708,53072
64638,50799,72575
64639,45781,57455
64640,51910,63227
64641,48819,64322
64642,40903,56028
64643,54292,61765
64644,53365,67217
64645,58417,58845
64646,38333,47692
64647,40781,50529
64648,55700,70553
64649,34097,46828
64650,37500,48619
64651,47011,59557
64652,46250,57040
64653,61000,64318
64654,56429,97891
64655,-,169546
64656,39583,48048
64657,53456,69829
64658,51645,71840
64659,60069,66556
64660,55938,79997
64661,32375,47144
64664,58000,68712
64667,54375,70440
64668,54309,68279
64670,59375,60284
64671,51667,65394
64672,28558,35157
64673,49338,59510
64674,56250,62979
64676,63333,64372
64679,53750,65318
64681,47500,52113
64682,58594,56453
64683,44983,57686
64686,48333,85824
64688,51719,54656
64689,55313,71726
64701,55045,67756
64720,52109,68382
64722,62500,66651
64723,67143,75393
64724,39906,60710
64725,59048,70491
64726,58333,56608
64728,53667,59292
64730,40576,69182
64733,50880,69148
64734,84679,90201
64735,45388,63907
64738,39493,50524
64739,62448,79341
64740,37143,50479
64741,33750,51278
64742,59600,74090
64743,41250,47053
64744,37632,46089
64745,120069,94543
64746,50893,73285
64747,58172,76313
64748,41600,50166
64750,31528,50331
64752,53750,66052
64755,61087,70072
64756,61016,65492
64759,42376,65528
64761,51875,61303
64762,44219,53532
64763,37045,49013
64765,-,27277
64767,52143,64486
64769,45000,63338
64770,55455,69095
64771,53750,60184
64772,42605,61571
64776,40383,52135
64778,54659,59243
64779,43869,52215
64780,48875,76159
64781,38125,67651
64783,41538,54208
64784,42083,62386
64788,48250,76250
64790,39091,50466
64801,43381,57951
64804,54547,77544
64830,55445,53516
64831,51681,63032
64832,57596,65639
64833,31875,38986
64834,64390,82999
64835,41488,50955
64836,47173,61920
64840,61518,72353
64841,65455,61869
64842,47500,65249
64843,48454,65978
64844,39709,64133
64847,26932,35613
64848,45521,60474
64849,56667,54255
64850,47500,61341
64854,32568,43819
64855,69133,85100
64856,40634,50951
64857,53229,59080
64858,-,N
64859,41701,54222
64861,37969,53653
64862,46424,65340
64863,45972,48715
64865,45399,56493
64866,48980,53972
64867,48644,65938
64870,51786,65359
64873,51757,69551
64874,38000,38437
65001,54063,60973
65010,77649,83977
65011,29521,41889
65013,38606,51541
65014,49653,55784
65016,71957,79738
65017,37679,40776
65018,61955,71147
65020,54306,72986
65023,73750,82467
65024,55438,74918
65025,45917,53823
65026,42479,55231
65032,84778,103303
65034,32550,49065
65035,66422,76017
65037,44706,63240
65039,84803,111540
65040,44167,63489
65041,57262,76937
65043,61720,67328
65046,70577,77457
65047,61842,85950
65048,-,76417
65049,60840,80561
65050,62321,79537
65051,53927,63619
65052,63400,75209
65053,80417,88406
65054,64531,133091
65058,40400,51914
65059,43750,65980
65061,40729,54854
65062,-,N
65063,78952,88970
65064,58750,82147
65065,57500,69564
65066,54899,65943
65067,37457,58005
65068,60865,75443
65069,44688,59172
65072,52563,62726
65074,64259,69066
65075,65227,81725
65076,65000,77156
65077,52917,72629
65078,36579,44202
65079,48621,72811
65080,53816,73329
65081,44722,54688
65082,59063,96535
65083,53469,51026
65084,37625,55019
65085,64777,86464
65101,54908,70553
65109,62082,78240
65201,37755,58355
65202,55162,66378
65203,66160,92746
65215,-,-
65230,43988,71364
65231,54469,65288
65232,35333,39991
65233,53011,65517
65236,38295,55699
65237,51250,64102
65239,55375,64451
65240,58594,68484
65243,50729,66212
65244,44423,57348
65246,-,161975
65247,36875,52211
65248,52990,67156
65250,50417,63592
65251,55582,68186
65254,57542,65282
65255,55404,70089
65256,82604,92924
65257,52941,59417
65258,52500,67607
65259,60987,64610
65260,65813,65770
65261,33889,47730
65262,51771,79298
65263,44245,53518
65264,59667,78974
65265,43804,58737
65270,44359,55101
65274,44107,58367
65275,44265,57257
65276,47167,56444
65278,37321,44991
65279,71875,94940
65280,41563,57511
65281,43258,55347
65282,-,30965
65283,42453,81269
65284,63672,72994
65285,80428,99691
65286,61161,53157
65287,65385,69936
65301,44773,59520
65305,51750,60877
65320,65972,59010
65321,51591,128435
65322,53438,53532
65323,51210,54211
65324,51538,63671
65325,44808,59200
65326,41875,50579
65327,52778,57786
65329,110750,92933
65330,53750,54978
65332,51304,59810
65333,47841,71173
65334,56364,73298
65335,22083,35953
65336,57377,68474
65337,44440,54959
65338,41250,56226
65339,54688,62144
65340,44759,58735
65344,55694,82484
65345,50236,59573
65347,51000,58393
65348,46705,52357
65349,38026,47015
65350,61000,68349
65351,50000,58927
65354,50489,58009
65355,38590,56889
65360,43676,56981
65401,43047,62743
65436,72750,83085
65438,30509,43995
65439,56579,65459
65440,43984,57347
65441,52929,61254
65443,90000,90098
65444,38784,49490
65446,69073,87201
65449,-,40477
65452,45286,61362
65453,39113,49149
65456,47778,66346
65457,125972,116373
65459,49757,63224
65461,48750,44826
65462,42098,56548
65463,66330,83904
65464,32673,39190
65466,35260,47104
65468,-,N
65470,45417,57477
65473,51364,63888
65479,29219,28080
65483,31145,41008
65484,-,N
65486,49792,73134
65501,-,55912
65529,71375,66738
65534,57000,61441
65535,46021,49220
65536,46709,56361
65541,-,106428
65542,36685,52840
65543,58750,70090
65548,33785,47467
65550,36386,53804
65552,54833,86411
65555,38854,46993
65556,40884,64793
65557,-,N
65559,52689,64047
65560,41773,53135
65564,76786,87345
65565,41089,50496
65566,46813,50540
65567,39457,51200
65570,34219,57447
65571,22152,32389
65580,57266,70734
65582,46477,68065
65583,62033,66807
65584,57560,64377
65586,-,N
65588,31513,40189
65589,15682,22947
65590,41610,53024
65591,45074,48124
65601,44783,57245
65603,56250,56639
65604,53212,66680
65605,44107,56520
65606,33646,41347
65608,41089,51511
65609,30288,37710
65610,59538,74298
65611,39147,52603
65612,60368,68322
65613,44192,61309
65614,57222,59529
65616,50125,61348
65617,54286,65356
65618,-,47141
65619,61296,75464
65620,62969,81810
65622,39591,62337
65623,-,N
65624,41420,55238
65625,40700,61302
65626,39185,48286
65627,36364,45969
65629,39500,49389
65630,99375,112719
65631,56938,64769
65632,46161,71907
65633,46625,54459
65634,27303,35373
65635,66964,76621
65637,35893,53029
65638,38182,44664
65640,50417,53486
65641,50664,65185
65644,56250,56186
65646,44688,57413
65647,48063,60282
65648,58717,77077
65649,38432,59463
65650,41464,54733
65652,48032,54047
65653,39232,52492
65654,40417,45198
65655,24911,29824
65656,42433,58856
65657,61875,60671
65658,50750,65094
65660,38668,42486
65661,31563,48907
65662,32841,50478
65663,45109,69388
65664,16250,25451
65667,35389,58207
65668,39831,49532
65669,66992,77656
65672,46284,63142
65674,39355,55300
65676,39420,51023
65679,47734,60087
65680,32061,39697
65681,50534,68203
65682,46587,59188
65685,32604,45791
65686,62704,86416
65689,33871,47872
65690,-,57104
65692,36139,46412
65702,36875,42525
65704,38542,47101
65705,46609,55088
65706,53398,66981
65707,48625,69082
65708,46556,76051
65710,65024,65214
65711,35634,48745
65712,46670,61994
65713,47500,58062
65714,62650,78642
65715,-,21359
65717,39827,54728
65720,31250,53515
65721,60685,75181
65722,50729,64299
65723,47768,59842
65724,29086,33975
65725,52094,66865
65727,60117,47046
65728,-,-
65729,44737,83013
65730,-,-
65731,56336,63450
65732,36161,56567
65733,28750,36086
65734,51042,59048
65735,-,63525
65737,48667,70505
65738,56108,65565
65739,53895,73893
65740,37723,43372
65742,62197,81427
65744,53750,52353
65745,30743,47120
65746,42313,52621
65747,40878,59748
65752,41741,60585
65753,49923,65503
65754,64531,90010
65755,45682,82203
65756,65179,79003
65757,64116,73269
65759,41648,51913
65760,45135,49428
65761,24904,36302
65762,31875,38028
65764,35083,63507
65766,61500,63252
65767,43276,56858
65768,28139,42005
65769,41098,52186
65770,58385,72735
65771,-,73231
65772,34152,50604
65773,53313,53705
65774,32500,51791
65775,39904,53480
65777,-,29767
65778,46071,56533
65779,30219,37113
65781,68153,73131
65783,38203,42113
65784,-,N
65785,39581,52388
65786,41757,52991
65787,48977,59641
65788,33938,52539
65789,39009,59157
65790,26012,36902
65791,36523,45459
65793,36838,54006
65802,39044,51902
65803,37255,51189
65804,49351,69450
65806,19457,29640
65807,42321,53531
65809,100378,136189
65810,71557,92429
59001,58482,78814
59002,37917,53062
59003,46838,53733
59006,44750,63465
59007,105625,105653
59008,57500,91129
59010,85060,74505
59011,49754,64190
59012,48250,60669
59013,68750,71213
59014,56667,72212
59015,68500,107840
59016,61071,72623
59018,44632,59548
59019,64825,82038
59020,36875,50371
59022,39886,56421
59024,53136,62211
59025,80750,70657
59026,41000,53474
59027,38292,59696
59028,61250,69950
59029,63125,67581
59030,51694,62191
59031,59712,63997
59032,60128,66661
59033,52813,92484
59034,48409,66778
59035,47292,53635
59036,44954,59558
59037,72117,81543
59038,43077,56638
59039,-,53783
59041,78000,81837
59043,50125,58300
59044,68006,85916
59046,41250,70068
59047,53777,76986
59050,51667,59694
59052,68558,78721
59053,51136,49627
59054,30577,55632
59055,44167,59500
59057,70547,107029
59058,-,41658
59059,46250,46128
59061,69297,93125
59062,34063,25467
59063,76148,83275
59064,-,52304
59065,-,81949
59066,42917,63962
59067,53750,65589
59068,48821,58617
59069,42750,63486
59070,69279,76338
59071,83289,86459
59072,44097,54964
59074,45938,57368
59075,-,66014
59076,60417,62177
59077,78750,132821
59078,36071,52869
59079,77879,95707
59081,173750,161278
59082,40625,43022
59085,22167,26250
59086,56563,69124
59087,48750,69538
59088,56435,74514
59089,47250,58725
59101,49514,67377
59102,59569,76822
59105,67883,85116
59106,79499,120489
59201,42679,56930
59211,69500,105100
